plan_name,per_kwh,last_update,company_name,pricing,monthly_charge,phone,intro_price,rate_good_for,cancel_fee,rate_end,renewable_energy,comments,provider,rate_type,retrieval_date
14 Month Standard Fixed,$0.12990,8/11/2025,"North American Power & Gas, LLC",Fixed,No,877-572-9965,No,14 months,$10.00,*Last meter read*,0.00 %,$10.00 for each month remaining in your contract.,Liberty,ResidentialCompare,2025-09-05
14 Month Renewable Fixed,$0.13940,8/11/2025,"North American Power & Gas, LLC",Fixed,No,877-572-9965,No,14 months,$10.00,*Last meter read*,100.00 %,$10.00 for each month remaining in your contract.,Liberty,ResidentialCompare,2025-09-05
12 Month Standard Fixed,$0.12790,8/11/2025,"North American Power & Gas, LLC",Fixed,No,877-572-9965,No,12 months,$10.00,*Last meter read*,0.00 %,$10.00 for each month remaining in your contract.,Liberty,ResidentialCompare,2025-09-05
White Mountain Select 12 Month Term,$0.16100,9/3/2025,Ambit Energy,Fixed,No,1-877-282-6248,No,12 months,No,*Last meter read*,0.00 %,Only available to new Ambit customers,NHEC,ResidentialCompare,2025-09-05
Winter Break 24,$0.25200,9/3/2025,Ambit Energy,Fixed,No,1-877-282-6248,No,24 months,No,*Last meter read*,0.00 %,"As temperatures drop, your savings will rise. Get 50% off your energy charges on bill cycles beginning November 1st through the end of February. Only available to new Ambit customers",NHEC,ResidentialCompare,2025-09-05
Winter Break 12,$0.24900,9/3/2025,Ambit Energy,Fixed,No,1-877-282-6248,No,12 months,No,*Last meter read*,0.00 %,"As temperatures drop, your savings will rise. Get 50% off your energy charges on bill cycles beginning November 1st through the end of February. Only available to new Ambit customers",NHEC,ResidentialCompare,2025-09-05
Ultimate Perks 12,$0.16400,9/3/2025,Ambit Energy,Fixed,No,1-877-282-6248,No,12 months,No,*Last meter read*,0.00 %,Only available to new Ambit customers,NHEC,ResidentialCompare,2025-09-05
Clean 100 - Residential,$0.16638,8/22/2025,Community Power Coalition of New Hampshire,Fixed,No,1-866-603-7697,No,6 months,No,"January, 2026 *Last meter read*",100.00 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,NHEC,ResidentialCompare,2025-09-05
Clean 50 - Residential,$0.14638,8/22/2025,Community Power Coalition of New Hampshire,Fixed,No,1-866-603-7697,No,6 months,No,"January, 2026 *Last meter read*",50.00 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,NHEC,ResidentialCompare,2025-09-05
Granite Plus - Residential,$0.13938,8/22/2025,Community Power Coalition of New Hampshire,Fixed,No,1-866-603-7697,No,6 months,No,"January, 2026 *Last meter read*",33.00 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,NHEC,ResidentialCompare,2025-09-05
Granite Basic - Residential,$0.13238,8/22/2025,Community Power Coalition of New Hampshire,Fixed,No,1-866-603-7697,No,6 months,No,"January, 2026 *Last meter read*",25.20 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,NHEC,ResidentialCompare,2025-09-05
Simple Power 12 - Residential,$0.11490,9/3/2025,ENH Power,Fixed,No,1-833-488-3147,No,12 months,$100.00,*Last meter read*,0.00 %,"Enjoy 12 months of a fixed rate with no MSF and a $100 ETF. Only new customers are eligible to sign up for this plan online. For existing customers with ENH Power, please call (844) 821-8030 to renew.",NHEC,ResidentialCompare,2025-09-05
Easy Choice 3 - Residential,$0.06990,9/3/2025,ENH Power,Fixed,No,1-833-488-3147,No,3 months,No,*Last meter read*,0.00 %,"Enjoy 3 months of a fixed rate with no MSF and no ETF. Only new customers are eligible to sign up for this plan online. For existing customers with ENH Power, please call (844) 821-8030 to renew.",NHEC,ResidentialCompare,2025-09-05
White Mountain Select 12 Month Term,$0.13500,9/3/2025,Ambit Energy,Fixed,No,1-877-282-6248,No,12 months,No,*Last meter read*,0.00 %,Only available to new Ambit customers,Unitil,ResidentialCompare,2025-09-05
Winter Break 24,$0.19300,9/3/2025,Ambit Energy,Fixed,No,1-877-282-6248,No,24 months,No,*Last meter read*,0.00 %,"As temperatures drop, your savings will rise. Get 50% off your energy charges on bill cycles beginning November 1st through the end of February. Only available to new Ambit customers",Unitil,ResidentialCompare,2025-09-05
Optional Green 33,$0.10798,9/4/2025,Hampton Community Power Aggregation,Fixed,No,1-866-485-5858,No,2 months,No,"November, 2025 *Last meter read*",57.30 %,"Available only to residential customers located in Hampton, NH",Eversource,ResidentialCompare,2025-09-05
Simple Power 12 - Residential,$0.11590,9/3/2025,ENH Power,Fixed,No,1-833-488-3147,No,12 months,$100.00,*Last meter read*,0.00 %,"Enjoy 12 months of a fixed rate with no MSF and a $100 ETF. Only new customers are eligible to sign up for this plan online. For existing customers with ENH Power, please call (844) 821-8030 to renew.",Eversource,ResidentialCompare,2025-09-05
Easy Choice 3 - Residential,$0.08890,9/3/2025,ENH Power,Fixed,No,1-833-488-3147,No,3 months,No,*Last meter read*,0.00 %,"Enjoy 3 months of a fixed rate with no MSF and no ETF. Only new customers are eligible to sign up for this plan online. For existing customers with ENH Power, please call (844) 821-8030 to renew.",Eversource,ResidentialCompare,2025-09-05
Rollinsford GREEN 100% Small Commercial,$0.11950,8/18/2025,Rollinsford Community Power,Fixed,No,866-968-8065,No,7 months,No,"November, 2025 *Last meter read*",100.00 %,Stable rate program offered by Standard Power open to customers in Rollinsford. Go to https://StandardPower.com/Communities/Rollinsford/ for more information and to sign up.,Eversource,SmallCommercialCompare,2025-09-05
Marlborough Standard - Commercial,$0.11471,9/4/2025,Marlborough Community Power from Town of Marlborough,Fixed,No,1-866-968-8065,No,30 months,No,"December, 2025 *Last meter read*",33.40 %,Default program plan offered by Town of Marlborough. Includes 10% more renewable energy from Class I sources than required by state law.,Eversource,SmallCommercialCompare,2025-09-05
Marlborough Basic - Commercial,$0.11100,9/4/2025,Marlborough Community Power from Town of Marlborough,Fixed,No,1-866-968-8065,No,30 months,No,"December, 2025 *Last meter read*",23.40 %,Default program plan offered by Town of Marlborough. Includes 10% more renewable energy from Class I sources than required by state law.,Eversource,SmallCommercialCompare,2025-09-05
Marlborough 50 - Commercial,$0.12050,9/4/2025,Marlborough Community Power from Town of Marlborough,Fixed,No,1-866-968-8065,No,30 months,No,"December, 2025 *Last meter read*",50.00 %,Default program plan offered by Town of Marlborough. Includes 10% more renewable energy from Class I sources than required by state law.,Eversource,SmallCommercialCompare,2025-09-05
Marlborough 100 - Commercial,$0.13900,9/4/2025,Marlborough Community Power from Town of Marlborough,Fixed,No,1-866-968-8065,No,30 months,No,"December, 2025 *Last meter read*",100.00 %,Default program plan offered by Town of Marlborough. Includes 10% more renewable energy from Class I sources than required by state law.,Eversource,SmallCommercialCompare,2025-09-05
Milford GREEN 100% Small Commercial,$0.14690,8/18/2025,Milford Community Power,Fixed,No,1-888-875-1711,No,20 months,No,"November, 2025 *Last meter read*",100.00 %,Stable rate program offered by Standard Power open to customers in Milford. Go to https://MilfordCommunityPower.com for more information and to sign up.,Eversource,SmallCommercialCompare,2025-09-05
Milford PLUS 10% Small Commercial,$0.12010,8/18/2025,Milford Community Power,Fixed,No,1-888-875-1711,No,20 months,No,"November, 2025 *Last meter read*",34.30 %,Stable rate program offered by Standard Power open to customers in Milford. Go to https://MilfordCommunityPower.com for more information and to sign up.,Eversource,SmallCommercialCompare,2025-09-05
Milford DEFAULT Small Commercial,$0.11610,8/18/2025,Milford Community Power,Fixed,No,1-888-875-1711,No,20 months,No,"November, 2025 *Last meter read*",24.30 %,Stable rate program offered by Standard Power open to customers in Milford. Go to https://MilfordCommunityPower.com for more information and to sign up.,Eversource,SmallCommercialCompare,2025-09-05
Milford GREEN 50% Small Commercial,$0.12690,8/18/2025,Milford Community Power,Fixed,No,1-888-875-1711,No,20 months,No,"November, 2025 *Last meter read*",50.00 %,Stable rate program offered by Standard Power open to customers in Milford. Go to https://MilfordCommunityPower.com for more information and to sign up.,Eversource,SmallCommercialCompare,2025-09-05
New Boston BASIC Small Commercial,$0.11610,8/18/2025,New Boston Community Power,Fixed,No,1-888-875-1711,No,20 months,No,"November, 2025 *Last meter read*",24.30 %,Stable rate program offered by Standard Power open to customers in New Boston. Go to https://NewBostonCommunityPower.com for more information and to sign up.,Eversource,SmallCommercialCompare,2025-09-05
New Boston GREEN Default Small Commercial,$0.12010,8/18/2025,New Boston Community Power,Fixed,No,1-888-875-1711,No,20 months,No,"November, 2025 *Last meter read*",34.30 %,Stable rate program offered by Standard Power open to customers in New Boston. Go to https://NewBostonCommunityPower.com for more information and to sign up.,Eversource,SmallCommercialCompare,2025-09-05
New Boston GREEN 50% Small Commercial,$0.12690,8/18/2025,New Boston Community Power,Fixed,No,1-888-875-1711,No,20 months,No,"November, 2025 *Last meter read*",50.00 %,Stable rate program offered by Standard Power open to customers in New Boston. Go to https://NewBostonCommunityPower.com for more information and to sign up.,Eversource,SmallCommercialCompare,2025-09-05
New Boston GREEN 100% Small Commercial,$0.14690,8/18/2025,New Boston Community Power,Fixed,No,1-888-875-1711,No,20 months,No,"November, 2025 *Last meter read*",100.00 %,Stable rate program offered by Standard Power open to customers in New Boston. Go to https://NewBostonCommunityPower.com for more information and to sign up.,Eversource,SmallCommercialCompare,2025-09-05
Rollinsford BASIC Small Commercial,$0.08840,8/18/2025,Rollinsford Community Power,Fixed,No,866-968-8065,No,7 months,No,"November, 2025 *Last meter read*",25.20 %,Stable rate program offered by Standard Power open to customers in Rollinsford. Go to https://StandardPower.com/Communities/Rollinsford/ for more information and to sign up.,Eversource,SmallCommercialCompare,2025-09-05
Live Brighter 24,$0.12790,9/1/2025,"Direct Energy Services, LLC",Fixed,No,888-836-6141,No,24 months,No,*Last meter read*,0.00 %,Rate plan is available for new customers only.,Eversource,ResidentialCompare,2025-09-05
Rollinsford GREEN Default Small Commercial,$0.88800,8/18/2025,Rollinsford Community Power,Fixed,No,866-968-8065,No,7 months,No,"November, 2025 *Last meter read*",26.20 %,Stable rate program offered by Standard Power open to customers in Rollinsford. Go to https://StandardPower.com/Communities/Rollinsford/ for more information and to sign up.,Eversource,SmallCommercialCompare,2025-09-05
Rollinsford GREEN 50% Small Commercial,$0.10300,8/18/2025,Rollinsford Community Power,Fixed,No,866-968-8065,No,7 months,No,"November, 2025 *Last meter read*",50.00 %,Stable rate program offered by Standard Power open to customers in Rollinsford. Go to https://StandardPower.com/Communities/Rollinsford/ for more information and to sign up.,Eversource,SmallCommercialCompare,2025-09-05
Swanzey 50 - Commercial,$0.12050,9/4/2025,Swanzey Community Power from Town of Swanzey,Fixed,No,1-866-968-8065,No,30 months,No,"December, 2025 *Last meter read*",50.00 %,Default option offered by the Town of Swanzey. Includes 10% more renewable energy from Class I sources than required by state law.,Eversource,SmallCommercialCompare,2025-09-05
Swanzey Standard - Commercial,$0.11471,9/4/2025,Swanzey Community Power from Town of Swanzey,Fixed,No,1-866-968-8065,No,30 months,No,"December, 2025 *Last meter read*",33.40 %,Default option offered by the Town of Swanzey. Includes 10% more renewable energy from Class I sources than required by state law.,Eversource,SmallCommercialCompare,2025-09-05
Swanzey 100 - Commerical,$0.13900,9/4/2025,Swanzey Community Power from Town of Swanzey,Fixed,No,1-866-968-8065,No,30 months,No,"December, 2025 *Last meter read*",100.00 %,Default option offered by the Town of Swanzey. Includes 10% more renewable energy from Class I sources than required by state law.,Eversource,SmallCommercialCompare,2025-09-05
Swanzey Basic - Commercial,$0.11100,9/4/2025,Swanzey Community Power from Town of Swanzey,Fixed,No,1-866-968-8065,No,30 months,No,"December, 2025 *Last meter read*",23.40 %,Default option offered by the Town of Swanzey. Includes 10% more renewable energy from Class I sources than required by state law.,Eversource,SmallCommercialCompare,2025-09-05
Wilton 100 - Commercial,$0.13900,9/4/2025,Wilton Community Power from Town of Wilton,Fixed,No,1-866-968-8065,No,30 months,No,"December, 2025 *Last meter read*",100.00 %,Default program option offered by Town of Wilton. Includes 10% more renewable energy from Class I sources than required by state law.,Eversource,SmallCommercialCompare,2025-09-05
Wilton Standard Commercial,$0.11471,9/4/2025,Wilton Community Power from Town of Wilton,Fixed,No,1-866-968-8065,No,30 months,No,"December, 2025 *Last meter read*",33.40 %,Default program option offered by Town of Wilton. Includes 10% more renewable energy from Class I sources than required by state law.,Eversource,SmallCommercialCompare,2025-09-05
Wilton Basic - Commercial,$0.11100,9/4/2025,Wilton Community Power from Town of Wilton,Fixed,No,1-866-968-8065,No,30 months,No,"December, 2025 *Last meter read*",23.40 %,Default program option offered by Town of Wilton. Includes 10% more renewable energy from Class I sources than required by state law.,Eversource,SmallCommercialCompare,2025-09-05
Wilton 50 - Commercial,$0.12050,9/4/2025,Wilton Community Power from Town of Wilton,Fixed,No,1-866-968-8065,No,30 months,No,"December, 2025 *Last meter read*",50.00 %,Default program option offered by Town of Wilton. Includes 10% more renewable energy from Class I sources than required by state law.,Eversource,SmallCommercialCompare,2025-09-05
BizSimpleClean - Commercial,$0.16490,9/1/2025,"XOOM Energy New Hampshire, LLC",Variable,No,1-888-997-8979,No,1 months,No,*Last meter read*,50.00 %,Comments:,Eversource,SmallCommercialCompare,2025-09-05
BizRescueLock 12 - Commercial,$0.13190,9/1/2025,"XOOM Energy New Hampshire, LLC",Fixed,No,1-888-997-8979,No,12 months,$500.00,*Last meter read*,0.00 %,Enroll on BizRescueLock 12 and 5% of your monthly energy charges will be donated to PetSmart Charities!*,Eversource,SmallCommercialCompare,2025-09-05
Keene 50% Local Green - Commercial,$0.12050,9/4/2025,Keene Community Power from City of Keene,Fixed,No,1-866-968-8065,No,30 months,No,"December, 2025 *Last meter read*",50.00 %,Meets state minimum renewable energy requirements.,Eversource,SmallCommercialCompare,2025-09-05
Keene 100% Local Green - Commercial,$0.13900,9/4/2025,Keene Community Power from City of Keene,Fixed,No,1-866-968-8065,No,30 months,No,"December, 2025 *Last meter read*",100.00 %,Adds voluntary renewable energy (NH Class I RECs) to total 100%.,Eversource,SmallCommercialCompare,2025-09-05
Keene Local Green - Commercial,$0.11471,9/4/2025,Keene Community Power from City of Keene,Fixed,No,1-866-968-8065,No,30 months,No,"December, 2025 *Last meter read*",33.40 %,Default option offered by the City of Keene. Includes 10% more renewable energy from Class I sources than required by state law.,Eversource,SmallCommercialCompare,2025-09-05
Keene Basic - Commercial,$0.11100,9/4/2025,Keene Community Power from City of Keene,Fixed,No,1-866-968-8065,No,30 months,No,"December, 2025 *Last meter read*",23.40 %,Default option offered by the City of Keene. Includes 10% more renewable energy from Class I sources than required by state law.,Eversource,SmallCommercialCompare,2025-09-05
Amherst BASIC Small Commercial,$0.08840,8/18/2025,Amherst Community Power,Fixed,No,866-968-8065,No,6 months,No,"October, 2025 *Last meter read*",25.20 %,Stable rate program offered by Standard Power open to customers in Amherst. Go to https://StandardPower.com/Communities/Amherst/ for more information and to sign up.,Eversource,SmallCommercialCompare,2025-09-05
Amherst GREEN 50% Small Commercial,$0.10300,8/18/2025,Amherst Community Power,Fixed,No,866-968-8065,No,6 months,No,"October, 2025 *Last meter read*",50.00 %,Stable rate program offered by Standard Power open to customers in Amherst. Go to https://StandardPower.com/Communities/Amherst/ for more information and to sign up.,Eversource,SmallCommercialCompare,2025-09-05
Bennington GREEN Default Small Commercial,$0.08860,8/18/2025,Bennington Community Power,Fixed,No,866-968-8065,No,6 months,No,"October, 2025 *Last meter read*",26.20 %,Stable rate program offered by Standard Power open to customers in Bennington. Go to https://StandardPower.com/Communities/Bennington/ for more information and to sign up.,Eversource,SmallCommercialCompare,2025-09-05
Bennington GREEN 50% Small Commercial,$0.10228,8/18/2025,Bennington Community Power,Fixed,No,866-968-8065,No,6 months,No,"October, 2025 *Last meter read*",50.00 %,Stable rate program offered by Standard Power open to customers in Bennington. Go to https://StandardPower.com/Communities/Bennington/ for more information and to sign up.,Eversource,SmallCommercialCompare,2025-09-05
Bennington GREEN 100% Small Commercial,$0.11930,8/18/2025,Bennington Community Power,Fixed,No,866-968-8065,No,6 months,No,"October, 2025 *Last meter read*",100.00 %,Stable rate program offered by Standard Power open to customers in Bennington. Go to https://StandardPower.com/Communities/Bennington/ for more information and to sign up.,Eversource,SmallCommercialCompare,2025-09-05
Bennington BASIC Small Commercial,$0.08820,8/18/2025,Bennington Community Power,Fixed,No,866-968-8065,No,6 months,No,"October, 2025 *Last meter read*",25.20 %,Stable rate program offered by Standard Power open to customers in Bennington. Go to https://StandardPower.com/Communities/Bennington/ for more information and to sign up.,Eversource,SmallCommercialCompare,2025-09-05
Canterbury Basic - General Service and Outdoor Lighting,$0.13070,8/22/2025,Community Power Coalition of New Hampshire,Fixed,No,1-866-603-7697,No,6 months,No,"January, 2026 *Last meter read*",25.20 %,This rate is available to Canterbury Community Power Customers. www.communitypowernh.gov/canterbury,Eversource,SmallCommercialCompare,2025-09-05
Peterborough Local - General Service and Outdoor Lighting,$0.13446,8/22/2025,Community Power Coalition of New Hampshire,Fixed,No,1-866-603-7697,No,6 months,No,"January, 2026 *Last meter read*",25.20 %,This rate is available to Peterborough Community Power Customers.,Eversource,SmallCommercialCompare,2025-09-05
Clean 100 - General Service and Outdoor Lighting,$0.16270,8/22/2025,Community Power Coalition of New Hampshire,Fixed,No,1-866-603-7697,No,6 months,No,"January, 2026 *Last meter read*",100.00 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,Eversource,SmallCommercialCompare,2025-09-05
Clean 50 - General Service and Outdoor Lighting,$0.14270,8/22/2025,Community Power Coalition of New Hampshire,Fixed,No,1-866-603-7697,No,6 months,No,"January, 2026 *Last meter read*",50.00 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,Eversource,SmallCommercialCompare,2025-09-05
Granite Basic - General Service and Outdoor Lighting,$0.12870,8/22/2025,Community Power Coalition of New Hampshire,Fixed,No,1-866-603-7697,No,6 months,No,*Last meter read*,25.20 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,Eversource,SmallCommercialCompare,2025-09-05
Enfield Local - General Service and Outdoor Lighting,$0.13070,9/2/2025,Community Power Coalition of New Hampshire,Fixed,No,1-866-603-7697,No,6 months,No,"January, 2026 *Last meter read*",25.20 %,This rate is available for Enfield Community Power customers who are served by Eversource. Visit communitypowernh.gov/Enfield to select your product option.,Eversource,SmallCommercialCompare,2025-09-05
Granite Plus - General Service and Outdoor Lighting,$0.13570,8/22/2025,Community Power Coalition of New Hampshire,Fixed,No,1-866-603-7697,No,6 months,No,"January, 2026 *Last meter read*",33.30 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,Eversource,SmallCommercialCompare,2025-09-05
Business 12,$0.11200,9/3/2025,ENH Power,Fixed,No,1-833-488-3147,No,12 months,$100.00,*Last meter read*,0.00 %,"Enjoy 12 months of a fixed rate with no MSF and a $100 ETF. Only new customers are eligible to sign up for this plan online. For existing customers with ENH Power, please call (844) 821-8030 to renew.",Eversource,SmallCommercialCompare,2025-09-05
Commercial Optional Green 33,$0.10798,9/4/2025,Hampton Community Power Aggregation,Fixed,No,1-866-485-5858,No,2 months,No,"November, 2025 *Last meter read*",57.30 %,"Available only to commercial customers located in Hampton, NH",Eversource,SmallCommercialCompare,2025-09-05
Commercial Optional Green 100,$0.12918,9/4/2025,Hampton Community Power Aggregation,Fixed,No,1-866-485-5858,No,2 months,No,"November, 2025 *Last meter read*",100.00 %,"Available only to commercial customers located in Hampton, NH",Eversource,SmallCommercialCompare,2025-09-05
Commercial Standard,$0.09425,9/4/2025,Hampton Community Power Aggregation,Fixed,No,1-866-485-5858,No,2 months,No,"November, 2025 *Last meter read*",24.30 %,"Available only to commercial customers located in Hampton, NH",Eversource,SmallCommercialCompare,2025-09-05
Hillsborough GREEN Default Small Commercial,$0.08850,8/18/2025,Hillsborough Community Power,Fixed,No,866-968-8065,No,7 months,No,"November, 2025 *Last meter read*",26.20 %,Stable rate program offered by Standard Power open to customers in Hillsborough. Go to https://StandardPower.com/Communities/Hillsborough/ for more information and to sign up.,Eversource,SmallCommercialCompare,2025-09-05
Hillsborough GREEN 100% Small Commercial,$0.11920,8/18/2025,Hillsborough Community Power,Fixed,No,866-968-8065,No,7 months,No,"November, 2025 *Last meter read*",100.00 %,Stable rate program offered by Standard Power open to customers in Hillsborough. Go to https://StandardPower.com/Communities/Hillsborough/ for more information and to sign up.,Eversource,SmallCommercialCompare,2025-09-05
Hillsborough BASIC Small Commercial,$0.08810,8/18/2025,Hillsborough Community Power,Fixed,No,866-968-8065,No,7 months,No,"November, 2025 *Last meter read*",25.20 %,Stable rate program offered by Standard Power open to customers in Hillsborough. Go to https://StandardPower.com/Communities/Hillsborough/ for more information and to sign up.,Eversource,SmallCommercialCompare,2025-09-05
Hillsborough GREEN 50% Small Commercial,$0.10270,8/18/2025,Hillsborough Community Power,Fixed,No,866-968-8065,No,7 months,No,"November, 2025 *Last meter read*",50.00 %,Stable rate program offered by Standard Power open to customers in Hillsborough. Go to https://StandardPower.com/Communities/Hillsborough/ for more information and to sign up.,Eversource,SmallCommercialCompare,2025-09-05
Jaffrey BASIC Small Commercial,$0.11610,8/18/2025,Jaffrey Community Power,Fixed,No,1-888-875-1711,No,20 months,No,"November, 2025 *Last meter read*",24.30 %,Stable rate program offered by Standard Power open to customers in Jaffrey. Go to https://JaffreyCommunityPower.com for more information and to sign up.,Eversource,SmallCommercialCompare,2025-09-05
Jaffrey GREEN Default Small Commercial,$0.12010,8/18/2025,Jaffrey Community Power,Fixed,No,1-888-875-1711,No,20 months,No,"November, 2025 *Last meter read*",34.30 %,Stable rate program offered by Standard Power open to customers in Jaffrey. Go to https://JaffreyCommunityPower.com for more information and to sign up.,Eversource,SmallCommercialCompare,2025-09-05
Jaffrey GREEN 100% Small Commercial,$0.14690,8/18/2025,Jaffrey Community Power,Fixed,No,1-888-875-1711,No,20 months,No,"November, 2025 *Last meter read*",100.00 %,Stable rate program offered by Standard Power open to customers in Jaffrey. Go to https://JaffreyCommunityPower.com for more information and to sign up.,Eversource,SmallCommercialCompare,2025-09-05
Jaffrey GREEN 50% Small Commercial,$0.12690,8/18/2025,Jaffrey Community Power,Fixed,No,1-888-875-1711,No,20 months,No,"November, 2025 *Last meter read*",50.00 %,Stable rate program offered by Standard Power open to customers in Jaffrey. Go to https://JaffreyCommunityPower.com for more information and to sign up.,Eversource,SmallCommercialCompare,2025-09-05
BizSimpleClean 12 - Commercial,$0.12790,9/1/2025,"XOOM Energy New Hampshire, LLC",Fixed,No,1-888-997-8979,No,12 months,$500.00,*Last meter read*,50.00 %,Comments:,Eversource,SmallCommercialCompare,2025-09-05
BizLock 24 - Commercial,$0.12690,9/1/2025,"XOOM Energy New Hampshire, LLC",Fixed,No,1-888-997-8979,No,24 months,$1000.00,*Last meter read*,0.00 %,Comments:,Eversource,SmallCommercialCompare,2025-09-05
BizLock 12 - Commercial,$0.12490,9/1/2025,"XOOM Energy New Hampshire, LLC",Fixed,No,1-888-997-8979,No,12 months,$500.00,*Last meter read*,0.00 %,Comments:,Eversource,SmallCommercialCompare,2025-09-05
White Mountain Select 12 Month Term,$0.13500,9/3/2025,Ambit Energy,Fixed,No,1-877-282-6248,No,12 months,No,*Last meter read*,0.00 %,Only available to new Ambit customers,Eversource,ResidentialCompare,2025-09-05
Amherst GREEN 50%,$0.10300,8/18/2025,Amherst Community Power,Fixed,No,866-968-8065,No,6 months,No,"October, 2025 *Last meter read*",50.00 %,Stable rate program offered by Standard Power open to customers in Amherst. Go to https://StandardPower.com/Communities/Amherst/ for more information and to sign up.,Eversource,ResidentialCompare,2025-09-05
Amherst GREEN 100%,$0.11950,8/18/2025,Amherst Community Power,Fixed,No,866-968-8065,No,6 months,No,"October, 2025 *Last meter read*",100.00 %,Stable rate program offered by Standard Power open to customers in Amherst. Go to https://StandardPower.com/Communities/Amherst/ for more information and to sign up.,Eversource,ResidentialCompare,2025-09-05
Amherst GREEN Default,$0.08880,8/18/2025,Amherst Community Power,Fixed,No,866-968-8065,No,6 months,No,"October, 2025 *Last meter read*",26.20 %,Stable rate program offered by Standard Power open to customers in Amherst. Go to https://StandardPower.com/Communities/Amherst/ for more information and to sign up.,Eversource,ResidentialCompare,2025-09-05
Bennington GREEN Default,$0.08860,8/18/2025,Bennington Community Power,Fixed,No,866-968-8065,No,6 months,No,"October, 2025 *Last meter read*",26.20 %,Stable rate program offered by Standard Power open to customers in Bennington. Go to https://StandardPower.com/Communities/Bennington/ for more information and to sign up.,Eversource,ResidentialCompare,2025-09-05
Bennington GREEN 50%,$0.10280,8/18/2025,Bennington Community Power,Fixed,No,866-968-8065,No,6 months,No,"October, 2025 *Last meter read*",50.00 %,Stable rate program offered by Standard Power open to customers in Bennington. Go to https://StandardPower.com/Communities/Bennington/ for more information and to sign up.,Eversource,ResidentialCompare,2025-09-05
Bennington GREEN 100%,$0.11930,8/18/2025,Bennington Community Power,Fixed,No,866-968-8065,No,6 months,No,"October, 2025 *Last meter read*",100.00 %,Stable rate program offered by Standard Power open to customers in Bennington. Go to https://StandardPower.com/Communities/Bennington/ for more information and to sign up.,Eversource,ResidentialCompare,2025-09-05
Bennington BASIC,$0.08820,8/18/2025,Bennington Community Power,Fixed,No,866-968-8065,No,6 months,No,"October, 2025 *Last meter read*",25.20 %,Stable rate program offered by Standard Power open to customers in Bennington. Go to https://StandardPower.com/Communities/Bennington/ for more information and to sign up.,Eversource,ResidentialCompare,2025-09-05
Embrace Green 6,$0.13490,9/2/2025,CleanSky Energy,Fixed,No,1-888-355-6205,No,6 months,$50.00,*Last meter read*,100.00 %,Have a question about a plan or need help placing an order?,Eversource,ResidentialCompare,2025-09-05
Ultra Clean Solar 24,$0.12290,9/2/2025,CleanSky Energy,Fixed,No,1-888-355-6205,No,24 months,$150.00,*Last meter read*,100.00 %,Have a question about a plan or need help placing an order?,Eversource,ResidentialCompare,2025-09-05
Embrace Green 12,$0.12490,9/2/2025,CleanSky Energy,Fixed,No,1-888-355-6205,No,12 months,$75.00,*Last meter read*,100.00 %,Have a question about a plan or need help placing an order?,Eversource,ResidentialCompare,2025-09-05
Embrace Green 24,$0.11990,9/2/2025,CleanSky Energy,Fixed,No,1-888-355-6205,No,24 months,$150.00,*Last meter read*,100.00 %,Have a question about a plan or need help placing an order?,Eversource,ResidentialCompare,2025-09-05
Affordable Wind 12,$0.12690,9/2/2025,CleanSky Energy,Fixed,No,1-888-355-6205,No,12 months,$75.00,*Last meter read*,100.00 %,Have a question about a plan or need help placing an order?,Eversource,ResidentialCompare,2025-09-05
Granite Basic - Residential,$0.13419,8/22/2025,Community Power Coalition of New Hampshire,Fixed,No,1-866-603-7697,No,6 months,No,"January, 2026 *Last meter read*",25.20 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,Eversource,ResidentialCompare,2025-09-05
Clean 100 - Residential,$0.16819,8/22/2025,Community Power Coalition of New Hampshire,Fixed,No,1-866-603-7697,No,6 months,No,"January, 2026 *Last meter read*",100.00 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,Eversource,ResidentialCompare,2025-09-05
Canterbury Basic - Residential,$0.13619,8/22/2025,Community Power Coalition of New Hampshire,Fixed,No,1-866-603-7697,No,6 months,No,"January, 2026 *Last meter read*",25.20 %,This rate is available to Canterbury Community Power Customers.,Eversource,ResidentialCompare,2025-09-05
Enfield Local - Residential,$0.13619,9/2/2025,Community Power Coalition of New Hampshire,Fixed,No,1-866-603-7697,No,6 months,No,"January, 2026 *Last meter read*",25.20 %,This rate is available for Enfield Community Power customers who are served by Eversource. Visit communitypowernh.gov/Enfield to select your product option.,Eversource,ResidentialCompare,2025-09-05
Peterborough Local - Residential,$0.13995,8/22/2025,Community Power Coalition of New Hampshire,Fixed,No,1-866-603-7697,No,6 months,No,"January, 2026 *Last meter read*",25.20 %,This rate is available to Peterborough Community Power Customers.,Eversource,ResidentialCompare,2025-09-05
