plan_name,per_kwh,last_update,company_name,pricing,monthly_charge,phone,intro_price,rate_good_for,cancel_fee,rate_end,renewable_energy,comments,provider,rate_type,retrieval_date
Ultimate Perks 12,$0.16000,7/1/2025,Ambit Energy,Fixed,No,1-877-282-6248,No,12 months,No,*Last meter read*,0.00 %,Only available to new Ambit customers,Liberty,ResidentialCompare,2025-07-17
Winter Break 24,$0.18000,7/1/2025,Ambit Energy,Fixed,No,1-877-282-6248,No,24 months,No,*Last meter read*,0.00 %,"As temperatures drop, your savings will rise. Get 50% off your energy charges on bill cycles beginning November 1st through the end of February. Only available to new Ambit customers",Liberty,ResidentialCompare,2025-07-17
Winter Break 12,$0.17500,7/1/2025,Ambit Energy,Fixed,No,1-877-282-6248,No,12 months,No,*Last meter read*,0.00 %,"As temperatures drop, your savings will rise. Get 50% off your energy charges on bill cycles beginning November 1st through the end of February. Only available to new Ambit customers",Liberty,ResidentialCompare,2025-07-17
Granite Basic,$0.13332,6/27/2025,Community Power Coalition of New Hampshire,Fixed,No,1-866-603-7697,No,6 months,No,"January, 2026 *Last meter read*",25.20 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,Liberty,ResidentialCompare,2025-07-17
Clean 50,$0.14732,6/27/2025,Community Power Coalition of New Hampshire,Fixed,No,1-866-603-7697,No,5 months,No,"January, 2026 *Last meter read*",50.00 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,Liberty,ResidentialCompare,2025-07-17
Enfield Local - Residential,$0.13532,6/30/2025,Community Power Coalition of New Hampshire,Fixed,No,1-866-603-7697,No,6 months,No,"January, 2026 *Last meter read*",25.20 %,Visit communitypowernh.gov/enfield to select your local power option.,Liberty,ResidentialCompare,2025-07-17
Granite Plus,$0.14032,6/27/2025,Community Power Coalition of New Hampshire,Fixed,No,1-866-603-7697,No,6 months,No,"January, 2026 *Last meter read*",33.00 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,Liberty,ResidentialCompare,2025-07-17
Clean 100 - Annual Non-Residential Opt-In Rate,$0.12400,6/27/2025,Community Power Coalition of New Hampshire,Fixed,No,1-866-603-7697,No,12 months,No,"December, 2025 *Last meter read*",100.00 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,Liberty,ResidentialCompare,2025-07-17
Clean 100,$0.16732,6/27/2025,Community Power Coalition of New Hampshire,Fixed,No,1-866-603-7697,No,6 months,No,"January, 2026 *Last meter read*",100.00 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,Liberty,ResidentialCompare,2025-07-17
Simple Power 12 - Residential,$0.11800,7/15/2025,ENH Power,Fixed,No,1-833-488-3147,No,12 months,$100.00,*Last meter read*,0.00 %,Are you looking for a fixed rate energy plan? This plan is for you. Enjoy 12 months of a fixed rate with no monthly service fee and a $100 early termination fee.,Liberty,ResidentialCompare,2025-07-17
14 Month Renewable Fixed,$0.13940,6/30/2025,"North American Power & Gas, LLC",Fixed,No,877-572-9965,No,14 months,$10.00,*Last meter read*,100.00 %,$10.00 for each month remaining in your contract.,Liberty,ResidentialCompare,2025-07-17
12 Month Standard Fixed,$0.12790,6/30/2025,"North American Power & Gas, LLC",Fixed,No,877-572-9965,No,12 months,$10.00,*Last meter read*,0.00 %,$10.00 for each month remaining in your contract.,Liberty,ResidentialCompare,2025-07-17
14 Month Standard Fixed,$0.12990,6/30/2025,"North American Power & Gas, LLC",Fixed,No,877-572-9965,No,14 months,$10.00,*Last meter read*,0.00 %,$10.00 for each month remaining in your contract.,Liberty,ResidentialCompare,2025-07-17
White Mountain Select 12 Month Term,$0.16100,7/1/2025,Ambit Energy,Fixed,No,1-877-282-6248,No,12 months,No,*Last meter read*,0.00 %,Only available to new Ambit customers,NHEC,ResidentialCompare,2025-07-17
Winter Break 24,$0.25200,7/1/2025,Ambit Energy,Fixed,No,1-877-282-6248,No,24 months,No,*Last meter read*,0.00 %,"As temperatures drop, your savings will rise. Get 50% off your energy charges on bill cycles beginning November 1st through the end of February. Only available to new Ambit customers",NHEC,ResidentialCompare,2025-07-17
Winter Break 12,$0.24900,7/1/2025,Ambit Energy,Fixed,No,1-877-282-6248,No,12 months,No,*Last meter read*,0.00 %,"As temperatures drop, your savings will rise. Get 50% off your energy charges on bill cycles beginning November 1st through the end of February. Only available to new Ambit customers",NHEC,ResidentialCompare,2025-07-17
Ultimate Perks 12,$0.16400,7/1/2025,Ambit Energy,Fixed,No,1-877-282-6248,No,12 months,No,*Last meter read*,0.00 %,Only available to new Ambit customers,NHEC,ResidentialCompare,2025-07-17
Clean 100,$0.16638,6/27/2025,Community Power Coalition of New Hampshire,Fixed,No,1-866-603-7697,No,6 months,No,"January, 2026 *Last meter read*",100.00 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,NHEC,ResidentialCompare,2025-07-17
Clean 100 - Residential,$0.16819,6/27/2025,Community Power Coalition of New Hampshire,Fixed,No,1-866-603-7697,No,6 months,No,"January, 2026 *Last meter read*",100.00 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,Eversource,ResidentialCompare,2025-07-17
Embrace Green 12,$0.12990,7/1/2025,CleanSky Energy,Fixed,No,1-888-355-6205,No,12 months,$75.00,*Last meter read*,100.00 %,Have a question about a plan or need help placing an order?,Eversource,ResidentialCompare,2025-07-17
Amherst GREEN 100% Small Commercial,$0.11950,6/26/2025,Amherst Community Power,Fixed,No,866-968-8065,No,6 months,No,"October, 2025 *Last meter read*",100.00 %,Stable rate program offered by Standard Power open to customers in Amherst. Go to https://StandardPower.com/Communities/Amherst/ for more information and to sign up.,Eversource,SmallCommercialCompare,2025-07-17
Hillsborough GREEN 100% Small Commercial,$0.11920,6/26/2025,Hillsborough Community Power,Fixed,No,866-968-8065,No,7 months,No,"November, 2025 *Last meter read*",100.00 %,Stable rate program offered by Standard Power open to customers in Hillsborough. Go to https://StandardPower.com/Communities/Hillsborough/ for more information and to sign up.,Eversource,SmallCommercialCompare,2025-07-17
Jaffrey BASIC Small Commercial,$0.10568,6/26/2025,Jaffrey Community Power,Fixed,No,1-888-875-1711,No,20 months,No,"November, 2025 *Last meter read*",24.30 %,Stable rate program offered by Standard Power open to customers in Jaffrey. Go to https://JaffreyCommunityPower.com for more information and to sign up.,Eversource,SmallCommercialCompare,2025-07-17
Jaffrey GREEN 50% Small Commercial,$0.11648,6/26/2025,Jaffrey Community Power,Fixed,No,1-888-875-1711,No,20 months,No,"November, 2025 *Last meter read*",50.00 %,Stable rate program offered by Standard Power open to customers in Jaffrey. Go to https://JaffreyCommunityPower.com for more information and to sign up.,Eversource,SmallCommercialCompare,2025-07-17
Jaffrey GREEN 100% Small Commercial,$0.13648,6/26/2025,Jaffrey Community Power,Fixed,No,1-888-875-1711,No,20 months,No,"November, 2025 *Last meter read*",100.00 %,Stable rate program offered by Standard Power open to customers in Jaffrey. Go to https://JaffreyCommunityPower.com for more information and to sign up.,Eversource,SmallCommercialCompare,2025-07-17
Keene Local Green - Commercial,$0.11471,7/3/2025,Keene Community Power from City of Keene,Fixed,No,1-866-968-8065,No,30 months,No,"December, 2025 *Last meter read*",33.40 %,Default option offered by the City of Keene. Includes 10% more renewable energy from Class I sources than required by state law.,Eversource,SmallCommercialCompare,2025-07-17
Keene Basic - Commercial,$0.11100,7/3/2025,Keene Community Power from City of Keene,Fixed,No,1-866-968-8065,No,30 months,No,"December, 2025 *Last meter read*",23.40 %,Default option offered by the City of Keene. Includes 10% more renewable energy from Class I sources than required by state law.,Eversource,SmallCommercialCompare,2025-07-17
Keene 100% Local Green - Commercial,$0.13900,7/3/2025,Keene Community Power from City of Keene,Fixed,No,1-866-968-8065,No,30 months,No,"December, 2025 *Last meter read*",100.00 %,Adds voluntary renewable energy (NH Class I RECs) to total 100%.,Eversource,SmallCommercialCompare,2025-07-17
Keene 50% Local Green - Commercial,$0.12050,7/3/2025,Keene Community Power from City of Keene,Fixed,No,1-866-968-8065,No,30 months,No,"December, 2025 *Last meter read*",50.00 %,Meets state minimum renewable energy requirements.,Eversource,SmallCommercialCompare,2025-07-17
Marlborough Basic - Commercial,$0.11100,7/3/2025,Marlborough Community Power from Town of Marlborough,Fixed,No,1-866-968-8065,No,30 months,No,"December, 2025 *Last meter read*",23.40 %,Default program plan offered by Town of Marlborough. Includes 10% more renewable energy from Class I sources than required by state law.,Eversource,SmallCommercialCompare,2025-07-17
Marlborough Standard - Commercial,$0.11471,7/3/2025,Marlborough Community Power from Town of Marlborough,Fixed,No,1-866-968-8065,No,30 months,No,"December, 2025 *Last meter read*",33.40 %,Default program plan offered by Town of Marlborough. Includes 10% more renewable energy from Class I sources than required by state law.,Eversource,SmallCommercialCompare,2025-07-17
Marlborough 50 - Commercial,$0.12050,7/3/2025,Marlborough Community Power from Town of Marlborough,Fixed,No,1-866-968-8065,No,30 months,No,"December, 2025 *Last meter read*",50.00 %,Default program plan offered by Town of Marlborough. Includes 10% more renewable energy from Class I sources than required by state law.,Eversource,SmallCommercialCompare,2025-07-17
Marlborough 100 - Commercial,$0.13900,7/3/2025,Marlborough Community Power from Town of Marlborough,Fixed,No,1-866-968-8065,No,30 months,No,"December, 2025 *Last meter read*",100.00 %,Default program plan offered by Town of Marlborough. Includes 10% more renewable energy from Class I sources than required by state law.,Eversource,SmallCommercialCompare,2025-07-17
Milford GREEN 100% Small Commercial,$0.13648,6/26/2025,Milford Community Power,Fixed,No,1-888-875-1711,No,20 months,No,"November, 2025 *Last meter read*",100.00 %,Stable rate program offered by Standard Power open to customers in Milford. Go to https://MilfordCommunityPower.com for more information and to sign up.,Eversource,SmallCommercialCompare,2025-07-17
Milford DEFAULT Small Commercial,$0.10568,6/26/2025,Milford Community Power,Fixed,No,1-888-875-1711,No,20 months,No,"November, 2025 *Last meter read*",24.30 %,Stable rate program offered by Standard Power open to customers in Milford. Go to https://MilfordCommunityPower.com for more information and to sign up.,Eversource,SmallCommercialCompare,2025-07-17
Milford PLUS 10% Small Commercial,$0.10968,6/26/2025,Milford Community Power,Fixed,No,1-888-875-1711,No,20 months,No,"November, 2025 *Last meter read*",34.30 %,Stable rate program offered by Standard Power open to customers in Milford. Go to https://MilfordCommunityPower.com for more information and to sign up.,Eversource,SmallCommercialCompare,2025-07-17
Milford GREEN 50% Small Commercial,$0.11648,6/26/2025,Milford Community Power,Fixed,No,1-888-875-1711,No,20 months,No,"November, 2025 *Last meter read*",50.00 %,Stable rate program offered by Standard Power open to customers in Milford. Go to https://MilfordCommunityPower.com for more information and to sign up.,Eversource,SmallCommercialCompare,2025-07-17
New Boston BASIC Small Commercial,$0.10568,6/26/2025,New Boston Community Power,Fixed,No,1-888-875-1711,No,20 months,No,"November, 2025 *Last meter read*",24.30 %,Stable rate program offered by Standard Power open to customers in New Boston. Go to https://NewBostonCommunityPower.com for more information and to sign up.,Eversource,SmallCommercialCompare,2025-07-17
New Boston GREE Default Small Commercial,$0.10968,6/26/2025,New Boston Community Power,Fixed,No,1-888-875-1711,No,20 months,No,"November, 2025 *Last meter read*",34.30 %,Stable rate program offered by Standard Power open to customers in New Boston. Go to https://NewBostonCommunityPower.com for more information and to sign up.,Eversource,SmallCommercialCompare,2025-07-17
New Boston GREEN 50% Small Commercial,$0.11648,6/26/2025,New Boston Community Power,Fixed,No,1-888-875-1711,No,20 months,No,"November, 2025 *Last meter read*",50.00 %,Stable rate program offered by Standard Power open to customers in New Boston. Go to https://NewBostonCommunityPower.com for more information and to sign up.,Eversource,SmallCommercialCompare,2025-07-17
New Boston GREEN 100% Small Commercial,$0.13648,6/26/2025,New Boston Community Power,Fixed,No,1-888-875-1711,No,20 months,No,"November, 2025 *Last meter read*",100.00 %,Stable rate program offered by Standard Power open to customers in New Boston. Go to https://NewBostonCommunityPower.com for more information and to sign up.,Eversource,SmallCommercialCompare,2025-07-17
Rollinsford GREEN Default Small Commercial,$0.88800,6/26/2025,Rollinsford Community Power,Fixed,No,866-968-8065,No,7 months,No,"November, 2025 *Last meter read*",26.20 %,Stable rate program offered by Standard Power open to customers in Rollinsford. Go to https://StandardPower.com/Communities/Rollinsford/ for more information and to sign up.,Eversource,SmallCommercialCompare,2025-07-17
Rollinsford GREEN 50% Small Commercial,$0.10300,6/26/2025,Rollinsford Community Power,Fixed,No,866-968-8065,No,7 months,No,"November, 2025 *Last meter read*",50.00 %,Stable rate program offered by Standard Power open to customers in Rollinsford. Go to https://StandardPower.com/Communities/Rollinsford/ for more information and to sign up.,Eversource,SmallCommercialCompare,2025-07-17
Rollinsford GREEN 100% Small Commercial,$0.11950,6/26/2025,Rollinsford Community Power,Fixed,No,866-968-8065,No,7 months,No,"November, 2025 *Last meter read*",100.00 %,Stable rate program offered by Standard Power open to customers in Rollinsford. Go to https://StandardPower.com/Communities/Rollinsford/ for more information and to sign up.,Eversource,SmallCommercialCompare,2025-07-17
Rollinsford BASIC Small Commercial,$0.08840,6/26/2025,Rollinsford Community Power,Fixed,No,866-968-8065,No,7 months,No,"November, 2025 *Last meter read*",25.20 %,Stable rate program offered by Standard Power open to customers in Rollinsford. Go to https://StandardPower.com/Communities/Rollinsford/ for more information and to sign up.,Eversource,SmallCommercialCompare,2025-07-17
Swanzey 50 - Commercial,$0.12050,7/3/2025,Swanzey Community Power from Town of Swanzey,Fixed,No,1-866-968-8065,No,30 months,No,"December, 2025 *Last meter read*",50.00 %,Default option offered by the Town of Swanzey. Includes 10% more renewable energy from Class I sources than required by state law.,Eversource,SmallCommercialCompare,2025-07-17
Swanzey 100 - Commerical,$0.13900,7/3/2025,Swanzey Community Power from Town of Swanzey,Fixed,No,1-866-968-8065,No,30 months,No,"December, 2025 *Last meter read*",100.00 %,Default option offered by the Town of Swanzey. Includes 10% more renewable energy from Class I sources than required by state law.,Eversource,SmallCommercialCompare,2025-07-17
Swanzey Standard - Commercial,$0.11471,7/3/2025,Swanzey Community Power from Town of Swanzey,Fixed,No,1-866-968-8065,No,30 months,No,"December, 2025 *Last meter read*",33.40 %,Default option offered by the Town of Swanzey. Includes 10% more renewable energy from Class I sources than required by state law.,Eversource,SmallCommercialCompare,2025-07-17
Swanzey Basic - Commercial,$0.11100,7/3/2025,Swanzey Community Power from Town of Swanzey,Fixed,No,1-866-968-8065,No,30 months,No,"December, 2025 *Last meter read*",23.40 %,Default option offered by the Town of Swanzey. Includes 10% more renewable energy from Class I sources than required by state law.,Eversource,SmallCommercialCompare,2025-07-17
Jaffrey GREEN Default Small Commercial,$0.10968,6/26/2025,Jaffrey Community Power,Fixed,No,1-888-875-1711,No,20 months,No,"November, 2025 *Last meter read*",34.30 %,Stable rate program offered by Standard Power open to customers in Jaffrey. Go to https://JaffreyCommunityPower.com for more information and to sign up.,Eversource,SmallCommercialCompare,2025-07-17
Hillsborough GREEN 50% Small Commercial,$0.10270,6/26/2025,Hillsborough Community Power,Fixed,No,866-968-8065,No,7 months,No,"November, 2025 *Last meter read*",50.00 %,Stable rate program offered by Standard Power open to customers in Hillsborough. Go to https://StandardPower.com/Communities/Hillsborough/ for more information and to sign up.,Eversource,SmallCommercialCompare,2025-07-17
Wilton Basic - Commercial,$0.11100,7/3/2025,Wilton Community Power from Town of Wilton,Fixed,No,1-866-968-8065,No,30 months,No,"December, 2025 *Last meter read*",23.40 %,Default program option offered by Town of Wilton. Includes 10% more renewable energy from Class I sources than required by state law.,Eversource,SmallCommercialCompare,2025-07-17
Hillsborough BASIC Small Commercial,$0.08810,6/26/2025,Hillsborough Community Power,Fixed,No,866-968-8065,No,7 months,No,"November, 2025 *Last meter read*",25.20 %,Stable rate program offered by Standard Power open to customers in Hillsborough. Go to https://StandardPower.com/Communities/Hillsborough/ for more information and to sign up.,Eversource,SmallCommercialCompare,2025-07-17
Amherst BASIC Small Commercial,$0.08840,6/26/2025,Amherst Community Power,Fixed,No,866-968-8065,No,6 months,No,"October, 2025 *Last meter read*",25.20 %,Stable rate program offered by Standard Power open to customers in Amherst. Go to https://StandardPower.com/Communities/Amherst/ for more information and to sign up.,Eversource,SmallCommercialCompare,2025-07-17
Amherst GREEN 50% Small Commercial,$0.10300,6/26/2025,Amherst Community Power,Fixed,No,866-968-8065,No,6 months,No,"October, 2025 *Last meter read*",50.00 %,Stable rate program offered by Standard Power open to customers in Amherst. Go to https://StandardPower.com/Communities/Amherst/ for more information and to sign up.,Eversource,SmallCommercialCompare,2025-07-17
Bennington GREEN Default Small Commercial,$0.08860,6/26/2025,Bennington Community Power,Fixed,No,866-968-8065,No,6 months,No,"October, 2025 *Last meter read*",26.20 %,Stable rate program offered by Standard Power open to customers in Bennington. Go to https://StandardPower.com/Communities/Bennington/ for more information and to sign up.,Eversource,SmallCommercialCompare,2025-07-17
Bennington GREEN 50% Small Commercial,$0.10228,6/26/2025,Bennington Community Power,Fixed,No,866-968-8065,No,6 months,No,"October, 2025 *Last meter read*",50.00 %,Stable rate program offered by Standard Power open to customers in Bennington. Go to https://StandardPower.com/Communities/Bennington/ for more information and to sign up.,Eversource,SmallCommercialCompare,2025-07-17
Bennington GREEN 100% Small Commercial,$0.11930,6/26/2025,Bennington Community Power,Fixed,No,866-968-8065,No,6 months,No,"October, 2025 *Last meter read*",100.00 %,Stable rate program offered by Standard Power open to customers in Bennington. Go to https://StandardPower.com/Communities/Bennington/ for more information and to sign up.,Eversource,SmallCommercialCompare,2025-07-17
Bennington BASIC Small Commercial,$0.08820,6/26/2025,Bennington Community Power,Fixed,No,866-968-8065,No,6 months,No,"October, 2025 *Last meter read*",25.20 %,Stable rate program offered by Standard Power open to customers in Bennington. Go to https://StandardPower.com/Communities/Bennington/ for more information and to sign up.,Eversource,SmallCommercialCompare,2025-07-17
Clean 50 - General Service and Outdoor Lighting,$0.14270,6/30/2025,Community Power Coalition of New Hampshire,Fixed,No,1-866-603-7697,No,6 months,No,"January, 2026 *Last meter read*",50.00 %,Comments:,Eversource,SmallCommercialCompare,2025-07-17
Clean 50 - Commercial,$0.11381,6/27/2025,Community Power Coalition of New Hampshire,Variable,No,1-866-603-7697,No,1 months,No,"August, 2025 *Last meter read*",50.00 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,Eversource,SmallCommercialCompare,2025-07-17
Granite Basic - Commercial,$0.09981,6/27/2025,Community Power Coalition of New Hampshire,Variable,No,1-866-603-7697,No,1 months,No,"August, 2025 *Last meter read*",25.20 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,Eversource,SmallCommercialCompare,2025-07-17
Peterborough Local - General Service and Outdoor Lighting,$0.13446,6/30/2025,Community Power Coalition of New Hampshire,Fixed,No,1-866-603-7697,No,6 months,No,"January, 2026 *Last meter read*",25.20 %,Comments:,Eversource,SmallCommercialCompare,2025-07-17
Canterbury Basic,$0.13619,6/27/2025,Community Power Coalition of New Hampshire,Fixed,No,1-866-603-7697,No,6 months,No,"January, 2026 *Last meter read*",25.20 %,This rate is available to Canterbury Community Power Customers.,Eversource,SmallCommercialCompare,2025-07-17
Clean 100 - General Service and Outdoor Lighting,$0.16270,6/30/2025,Community Power Coalition of New Hampshire,Fixed,No,1-866-603-7697,No,6 months,No,"January, 2026 *Last meter read*",100.00 %,Comments:,Eversource,SmallCommercialCompare,2025-07-17
Peterborough Local - Commercial,$0.10557,6/27/2025,Community Power Coalition of New Hampshire,Variable,No,1-866-603-7697,No,1 months,No,"August, 2025 *Last meter read*",25.20 %,Comments:,Eversource,SmallCommercialCompare,2025-07-17
Enfield Local Mid-Sized Commercial,$0.10181,6/30/2025,Community Power Coalition of New Hampshire,Variable,No,1-866-603-7697,No,1 months,No,"August, 2025 *Last meter read*",25.20 %,This rate is available for Enfield Community Power customers who are served by Eversource. Visit communitypowernh.gov/Enfield to select your product option.,Eversource,SmallCommercialCompare,2025-07-17
Granite Plus - General Service and Outdoor Lighting,$0.13570,6/30/2025,Community Power Coalition of New Hampshire,Fixed,No,1-866-603-7697,No,6 months,No,"January, 2026 *Last meter read*",33.30 %,Comments:,Eversource,SmallCommercialCompare,2025-07-17
Granite Plus - Commercial,$0.10618,6/27/2025,Community Power Coalition of New Hampshire,Variable,No,1-866-603-7697,No,1 months,No,"August, 2025 *Last meter read*",33.00 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,Eversource,SmallCommercialCompare,2025-07-17
Granite Basic - General Service and Outdoor Lighting,$0.12870,6/30/2025,Community Power Coalition of New Hampshire,Fixed,No,1-866-603-7697,No,6 months,No,"August, 2025 *Last meter read*",25.20 %,Comments:,Eversource,SmallCommercialCompare,2025-07-17
Peterborough Local Mid-Sized Commercial,$0.10557,6/30/2025,Community Power Coalition of New Hampshire,Variable,No,1-866-603-7697,No,1 months,No,"August, 2025 *Last meter read*",25.20 %,Comments:,Eversource,SmallCommercialCompare,2025-07-17
Enfield Local - General Service and Outdoor Lighting,$0.13070,6/30/2025,Community Power Coalition of New Hampshire,Fixed,No,1-866-603-7697,No,6 months,No,"January, 2026 *Last meter read*",25.20 %,Comments:,Eversource,SmallCommercialCompare,2025-07-17
Canterbury Basic - Commercial,$0.10181,6/27/2025,Community Power Coalition of New Hampshire,Variable,No,1-866-603-7697,No,1 months,No,"August, 2025 *Last meter read*",25.20 %,Comments:,Eversource,SmallCommercialCompare,2025-07-17
Clean 100 - Commercial,$0.13381,6/27/2025,Community Power Coalition of New Hampshire,Variable,No,1-866-603-7697,No,1 months,No,"August, 2025 *Last meter read*",100.00 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,Eversource,SmallCommercialCompare,2025-07-17
Canterbury Basic - General Service and Outdoor Lighting,$0.13070,6/30/2025,Community Power Coalition of New Hampshire,Fixed,No,1-866-603-7697,No,6 months,No,"January, 2026 *Last meter read*",25.20 %,Comments:,Eversource,SmallCommercialCompare,2025-07-17
Business 12,$0.11790,7/15/2025,ENH Power,Fixed,No,1-833-488-3147,No,12 months,$100.00,*Last meter read*,0.00 %,Are you looking for a fixed rate energy plan? This plan is for your business. Enjoy 12 months of a fixed rate with no monthly service fee and a $100 early termination fee.,Eversource,SmallCommercialCompare,2025-07-17
Commercial Optional Green 100,$0.12918,6/26/2025,Hampton Community Power Aggregation,Fixed,No,1-866-485-5858,No,5 months,No,"November, 2025 *Last meter read*",100.00 %,"Available only to commercial customers located in Hampton, NH",Eversource,SmallCommercialCompare,2025-07-17
Commercial Optional Green 33,$0.10798,6/26/2025,Hampton Community Power Aggregation,Fixed,No,1-866-485-5858,No,5 months,No,"November, 2025 *Last meter read*",57.30 %,"Available only to commercial customers located in Hampton, NH",Eversource,SmallCommercialCompare,2025-07-17
Commercial Standard,$0.09425,6/26/2025,Hampton Community Power Aggregation,Fixed,No,1-866-485-5858,No,5 months,No,"November, 2025 *Last meter read*",24.30 %,"Available only to commercial customers located in Hampton, NH",Eversource,SmallCommercialCompare,2025-07-17
Hillsborough GREEN Default Small Commercial,$0.08850,6/26/2025,Hillsborough Community Power,Fixed,No,866-968-8065,No,7 months,No,"November, 2025 *Last meter read*",26.20 %,Stable rate program offered by Standard Power open to customers in Hillsborough. Go to https://StandardPower.com/Communities/Hillsborough/ for more information and to sign up.,Eversource,SmallCommercialCompare,2025-07-17
Wilton Standard Commercial,$0.11471,7/3/2025,Wilton Community Power from Town of Wilton,Fixed,No,1-866-968-8065,No,30 months,No,"December, 2025 *Last meter read*",33.40 %,Default program option offered by Town of Wilton. Includes 10% more renewable energy from Class I sources than required by state law.,Eversource,SmallCommercialCompare,2025-07-17
Wilton 50 - Commercial,$0.12050,7/3/2025,Wilton Community Power from Town of Wilton,Fixed,No,1-866-968-8065,No,30 months,No,"December, 2025 *Last meter read*",50.00 %,Default program option offered by Town of Wilton. Includes 10% more renewable energy from Class I sources than required by state law.,Eversource,SmallCommercialCompare,2025-07-17
Embrace Green 24,$0.12990,7/1/2025,CleanSky Energy,Fixed,No,1-888-355-6205,No,24 months,$150.00,*Last meter read*,100.00 %,Have a question about a plan or need help placing an order?,Eversource,ResidentialCompare,2025-07-17
Canterbury Basic - Commercial,$0.13099,6/27/2025,Community Power Coalition of New Hampshire,Variable,No,1-866-603-7697,No,6 months,No,"January, 2026 *Last meter read*",25.20 %,Comments:,Unitil,SmallCommercialCompare,2025-07-17
Clean 50 - General Service and Outdoor Lighting (Fixed Rate),$0.14299,6/30/2025,Community Power Coalition of New Hampshire,Fixed,No,1-866-603-7697,No,6 months,No,"January, 2026 *Last meter read*",50.00 %,Comments:,Unitil,SmallCommercialCompare,2025-07-17
Clean 100 - Commercial,$0.16299,6/27/2025,Community Power Coalition of New Hampshire,Fixed,No,1-866-603-7697,No,6 months,No,"January, 2026 *Last meter read*",100.00 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,Unitil,SmallCommercialCompare,2025-07-17
Granite Plus - Monthly Non-G1 General Service,$0.10896,6/27/2025,Community Power Coalition of New Hampshire,Variable,No,1-866-603-7697,No,1 months,No,"August, 2025 *Last meter read*",33.00 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,Unitil,SmallCommercialCompare,2025-07-17
Clean 100 - Monthly Non-G1 General Service,$0.13596,6/27/2025,Community Power Coalition of New Hampshire,Variable,No,1-866-603-7697,No,1 months,No,"August, 2025 *Last meter read*",100.00 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,Unitil,SmallCommercialCompare,2025-07-17
Clean 100 - General Service and Outdoor Lighting (Monthly Variable),$0.13596,6/30/2025,Community Power Coalition of New Hampshire,Variable,No,1-866-603-7697,No,1 months,No,"August, 2025 *Last meter read*",100.00 %,Comments:,Unitil,SmallCommercialCompare,2025-07-17
Canterbury Basic - General Service and Outdoor Lighting,$0.10396,6/30/2025,Community Power Coalition of New Hampshire,Fixed,No,1-866-603-7697,No,6 months,No,"January, 2026 *Last meter read*",25.20 %,Comments:,Unitil,SmallCommercialCompare,2025-07-17
Clean 50 - General Service and Outdoor Lighting (Monthly Variable),$0.11596,6/30/2025,Community Power Coalition of New Hampshire,Variable,No,1-866-603-7697,No,1 months,No,"August, 2025 *Last meter read*",50.00 %,Comments:,Unitil,SmallCommercialCompare,2025-07-17
Granite Basic - Commercial,$0.12899,6/27/2025,Community Power Coalition of New Hampshire,Fixed,No,1-866-603-7697,No,6 months,No,"January, 2026 *Last meter read*",25.20 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,Unitil,SmallCommercialCompare,2025-07-17
Clean 50 - Monthly Domestic Service,$0.12400,6/27/2025,Community Power Coalition of New Hampshire,Variable,No,1-866-603-7697,No,1 months,No,"August, 2025 *Last meter read*",50.00 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,Unitil,SmallCommercialCompare,2025-07-17
Business 12,$0.11790,7/15/2025,ENH Power,Fixed,No,1-833-488-3147,No,12 months,$100.00,*Last meter read*,0.00 %,Are you looking for a fixed rate energy plan? This plan is for your business. Enjoy 12 months of a fixed rate with no monthly service fee and a $100 early termination fee.,Unitil,SmallCommercialCompare,2025-07-17
Commercial Optional Green 33,$0.10798,6/26/2025,Hampton Community Power Aggregation,Fixed,No,1-866-485-5858,No,5 months,No,"November, 2025 *Last meter read*",57.30 %,"Available only to businesses located in Hampton, NH;",Unitil,SmallCommercialCompare,2025-07-17
Commercial Standard,$0.09425,6/26/2025,Hampton Community Power Aggregation,Fixed,No,1-866-485-5858,No,5 months,No,"November, 2025 *Last meter read*",24.30 %,"Available only to businesses located in Hampton, NH;",Unitil,SmallCommercialCompare,2025-07-17
Commercial Optional Green 100,$0.12918,6/26/2025,Hampton Community Power Aggregation,Fixed,No,1-866-485-5858,No,5 months,No,"November, 2025 *Last meter read*",100.00 %,"Available only to businesses located in Hampton, NH;",Unitil,SmallCommercialCompare,2025-07-17
