plan_name,per_kwh,last_update,company_name,pricing,monthly_charge,phone,intro_price,rate_good_for,cancel_fee,rate_end,renewable_energy,comments,provider,rate_type,retrieval_date
Ultimate Perks 12,$0.17900,4/1/2025,Ambit Energy,Fixed,No,1-877-282-6248,No,12 months,No,*Last meter read*,0.00 %,Only available to new Ambit customers,NHEC,ResidentialCompare,2025-04-22
Clean 100,$0.13100,4/4/2025,Community Power Coalition of New Hampshire,Fixed,No,1-866-603-7697,No,5 months,No,"July, 2025 *Last meter read*",100.00 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,NHEC,ResidentialCompare,2025-04-22
Clean 50,$0.11100,4/4/2025,Community Power Coalition of New Hampshire,Fixed,No,1-866-603-7697,No,5 months,No,"July, 2025 *Last meter read*",50.00 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,NHEC,ResidentialCompare,2025-04-22
Granite Plus,$0.10400,4/4/2025,Community Power Coalition of New Hampshire,Fixed,No,1-866-603-7697,No,5 months,No,"July, 2025 *Last meter read*",33.00 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,NHEC,ResidentialCompare,2025-04-22
Keene Basic - Commercial,$0.11100,4/1/2025,Keene Community Power from City of Keene,Fixed,No,1-866-968-8065,No,30 months,No,"December, 2025 *Last meter read*",23.40 %,Default option offered by the City of Keene. Includes 10% more renewable energy from Class I sources than required by state law.,Eversource,ResidentialCompare,2025-04-22
Jaffrey GREEN Default,$0.10968,4/1/2025,Jaffrey Community Power,Fixed,No,1-888-875-1711,No,20 months,No,"November, 2025 *Last meter read*",34.30 %,Stable rate program offered by Standard Power open to customers in Jaffrey. Go to https://JaffreyCommunityPower.com for more information and to sign up.,Eversource,ResidentialCompare,2025-04-22
Amherst GREEN 100% Small Commercial,$0.11950,4/1/2025,Amherst Community Power,Fixed,No,866-968-8065,No,6 months,No,"October, 2025 *Last meter read*",100.00 %,Stable rate program offered by Standard Power open to customers in Amherst. Go to https://StandardPower.com/Communities/Amherst/ for more information and to sign up.,Eversource,SmallCommercialCompare,2025-04-22
BizSimpleClean 12 - Commercial,$0.13190,4/1/2025,"XOOM Energy New Hampshire, LLC",Fixed,No,1-888-997-8979,No,12 months,$500.00,"May, 2025 *Last meter read*",50.00 %,Comments:,Eversource,SmallCommercialCompare,2025-04-22
Milford PLUS 10% Small Commercial,$0.10968,4/1/2025,Milford Community Power,Fixed,No,1-888-875-1711,No,20 months,No,"November, 2025 *Last meter read*",34.30 %,Stable rate program offered by Standard Power open to customers in Milford. Go to https://MilfordCommunityPower.com for more information and to sign up.,Eversource,SmallCommercialCompare,2025-04-22
Milford DEFAULT Small Commercial,$0.10568,4/1/2025,Milford Community Power,Fixed,No,1-888-875-1711,No,20 months,No,"November, 2025 *Last meter read*",24.30 %,Stable rate program offered by Standard Power open to customers in Milford. Go to https://MilfordCommunityPower.com for more information and to sign up.,Eversource,SmallCommercialCompare,2025-04-22
New Boston BASIC Small Commercial,$0.10568,4/1/2025,New Boston Community Power,Fixed,No,1-888-875-1711,No,20 months,No,"November, 2025 *Last meter read*",24.30 %,Stable rate program offered by Standard Power open to customers in New Boston. Go to https://NewBostonCommunityPower.com for more information and to sign up.,Eversource,SmallCommercialCompare,2025-04-22
New Boston GREE Default Small Commercial,$0.10968,4/1/2025,New Boston Community Power,Fixed,No,1-888-875-1711,No,20 months,No,"November, 2025 *Last meter read*",34.30 %,Stable rate program offered by Standard Power open to customers in New Boston. Go to https://NewBostonCommunityPower.com for more information and to sign up.,Eversource,SmallCommercialCompare,2025-04-22
New Boston GREEN 50% Small Commercial,$0.11648,4/1/2025,New Boston Community Power,Fixed,No,1-888-875-1711,No,20 months,No,"November, 2025 *Last meter read*",50.00 %,Stable rate program offered by Standard Power open to customers in New Boston. Go to https://NewBostonCommunityPower.com for more information and to sign up.,Eversource,SmallCommercialCompare,2025-04-22
New Boston GREEN 100% Small Commercial,$0.13648,4/1/2025,New Boston Community Power,Fixed,No,1-888-875-1711,No,20 months,No,"November, 2025 *Last meter read*",100.00 %,Stable rate program offered by Standard Power open to customers in New Boston. Go to https://NewBostonCommunityPower.com for more information and to sign up.,Eversource,SmallCommercialCompare,2025-04-22
Rollinsford GREEN Default Small Commercial,$0.88800,4/1/2025,Rollinsford Community Power,Fixed,No,866-968-8065,No,7 months,No,"November, 2025 *Last meter read*",26.20 %,Stable rate program offered by Standard Power open to customers in Rollinsford. Go to https://StandardPower.com/Communities/Rollinsford/ for more information and to sign up.,Eversource,SmallCommercialCompare,2025-04-22
Rollinsford GREEN 50% Small Commercial,$0.10300,4/1/2025,Rollinsford Community Power,Fixed,No,866-968-8065,No,7 months,No,"November, 2025 *Last meter read*",50.00 %,Stable rate program offered by Standard Power open to customers in Rollinsford. Go to https://StandardPower.com/Communities/Rollinsford/ for more information and to sign up.,Eversource,SmallCommercialCompare,2025-04-22
Rollinsford BASIC Small Commercial,$0.08840,4/1/2025,Rollinsford Community Power,Fixed,No,866-968-8065,No,7 months,No,"November, 2025 *Last meter read*",25.20 %,Stable rate program offered by Standard Power open to customers in Rollinsford. Go to https://StandardPower.com/Communities/Rollinsford/ for more information and to sign up.,Eversource,SmallCommercialCompare,2025-04-22
Rollinsford GREEN 100% Small Commercial,$0.11950,4/1/2025,Rollinsford Community Power,Fixed,No,866-968-8065,No,7 months,No,"November, 2025 *Last meter read*",100.00 %,Stable rate program offered by Standard Power open to customers in Rollinsford. Go to https://StandardPower.com/Communities/Rollinsford/ for more information and to sign up.,Eversource,SmallCommercialCompare,2025-04-22
BizLock 12 - Commercial,$0.12890,4/1/2025,"XOOM Energy New Hampshire, LLC",Fixed,No,1-888-997-8979,No,12 months,$500.00,"May, 2025 *Last meter read*",0.00 %,Comments:,Eversource,SmallCommercialCompare,2025-04-22
BizSimpleClean - Commercial,$0.17490,4/1/2025,"XOOM Energy New Hampshire, LLC",Variable,No,1-888-997-8979,No,1 months,No,"May, 2025 *Last meter read*",50.00 %,Comments:,Eversource,SmallCommercialCompare,2025-04-22
Jaffrey GREEN 50%,$0.11648,4/1/2025,Jaffrey Community Power,Fixed,No,1-888-875-1711,No,20 months,No,"November, 2025 *Last meter read*",50.00 %,Stable rate program offered by Standard Power open to customers in Jaffrey. Go to https://JaffreyCommunityPower.com for more information and to sign up.,Eversource,ResidentialCompare,2025-04-22
BizRescueLock 12 - Commercial,$0.13590,4/1/2025,"XOOM Energy New Hampshire, LLC",Fixed,No,1-888-997-8979,No,12 months,$500.00,"May, 2025 *Last meter read*",0.00 %,Enroll on BizRescueLock 12 and 5% of your monthly energy charges will be donated to PetSmart Charities!*,Eversource,SmallCommercialCompare,2025-04-22
BizLock 24 - Commercial,$0.12990,4/1/2025,"XOOM Energy New Hampshire, LLC",Fixed,No,1-888-997-8979,No,24 months,$1000.00,"May, 2025 *Last meter read*",0.00 %,Comments:,Eversource,SmallCommercialCompare,2025-04-22
Granite Plus - Commercial,$0.08900,4/4/2025,Community Power Coalition of New Hampshire,Variable,No,1-866-603-7697,No,1 months,No,"May, 2025 *Last meter read*",33.00 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,Liberty,SmallCommercialCompare,2025-04-22
Clean 100 - Commercial,$0.11200,4/4/2025,Community Power Coalition of New Hampshire,Variable,No,1-866-603-7697,No,1 months,No,"May, 2025 *Last meter read*",100.00 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,Liberty,SmallCommercialCompare,2025-04-22
Granite Basic - Commercial,$0.08300,4/4/2025,Community Power Coalition of New Hampshire,Variable,No,1-866-603-7697,No,1 months,No,"May, 2025 *Last meter read*",25.20 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,Liberty,SmallCommercialCompare,2025-04-22
Clean 50 - Commercial,$0.09500,4/4/2025,Community Power Coalition of New Hampshire,Variable,No,1-866-603-7697,No,1 months,No,"May, 2025 *Last meter read*",50.00 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,Liberty,SmallCommercialCompare,2025-04-22
Business 12,$0.11550,4/15/2025,ENH Power,Fixed,No,1-800-549-6160,No,12 months,$100.00,*Last meter read*,0.00 %,Are you looking for a fixed rate energy plan? This plan is for your business. Enjoy 12 months of a fixed rate with no monthly service fee and a $100 early termination fee.,Liberty,SmallCommercialCompare,2025-04-22
Granite Plus - Commercial,$0.10400,4/4/2025,Community Power Coalition of New Hampshire,Fixed,No,1-866-603-7697,No,5 months,No,"July, 2025 *Last meter read*",33.00 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,NHEC,SmallCommercialCompare,2025-04-22
Clean 100 - Commercial,$0.13100,4/4/2025,Community Power Coalition of New Hampshire,Fixed,No,1-866-603-7697,No,5 months,No,"July, 2025 *Last meter read*",100.00 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,NHEC,SmallCommercialCompare,2025-04-22
Granite Basic - Commercial,$0.09700,4/4/2025,Community Power Coalition of New Hampshire,Fixed,No,1-866-603-7697,No,5 months,No,"July, 2025 *Last meter read*",25.20 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,NHEC,SmallCommercialCompare,2025-04-22
Clean 50 - Commercial,$0.11100,4/4/2025,Community Power Coalition of New Hampshire,Fixed,No,1-866-603-7697,No,5 months,No,"July, 2025 *Last meter read*",50.00 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,NHEC,SmallCommercialCompare,2025-04-22
Milford GREEN 50% Small Commercial,$0.11648,4/1/2025,Milford Community Power,Fixed,No,1-888-875-1711,No,20 months,No,"November, 2025 *Last meter read*",50.00 %,Stable rate program offered by Standard Power open to customers in Milford. Go to https://MilfordCommunityPower.com for more information and to sign up.,Eversource,SmallCommercialCompare,2025-04-22
Milford GREEN 100% Small Commercial,$0.13648,4/1/2025,Milford Community Power,Fixed,No,1-888-875-1711,No,20 months,No,"November, 2025 *Last meter read*",100.00 %,Stable rate program offered by Standard Power open to customers in Milford. Go to https://MilfordCommunityPower.com for more information and to sign up.,Eversource,SmallCommercialCompare,2025-04-22
Jaffrey BASIC Small Commercial,$0.10568,4/1/2025,Jaffrey Community Power,Fixed,No,1-888-875-1711,No,20 months,No,"November, 2025 *Last meter read*",24.30 %,Stable rate program offered by Standard Power open to customers in Jaffrey. Go to https://JaffreyCommunityPower.com for more information and to sign up.,Eversource,SmallCommercialCompare,2025-04-22
Jaffrey GREEN Default Small Commercial,$0.10968,4/1/2025,Jaffrey Community Power,Fixed,No,1-888-875-1711,No,20 months,No,"November, 2025 *Last meter read*",34.30 %,Stable rate program offered by Standard Power open to customers in Jaffrey. Go to https://JaffreyCommunityPower.com for more information and to sign up.,Eversource,SmallCommercialCompare,2025-04-22
Amherst BASIC Small Commercial,$0.08840,4/1/2025,Amherst Community Power,Fixed,No,866-968-8065,No,6 months,No,"October, 2025 *Last meter read*",25.20 %,Stable rate program offered by Standard Power open to customers in Amherst. Go to https://StandardPower.com/Communities/Amherst/ for more information and to sign up.,Eversource,SmallCommercialCompare,2025-04-22
Amherst GREEN 50% Small Commercial,$0.10300,4/1/2025,Amherst Community Power,Fixed,No,866-968-8065,No,6 months,No,"October, 2025 *Last meter read*",50.00 %,Stable rate program offered by Standard Power open to customers in Amherst. Go to https://StandardPower.com/Communities/Amherst/ for more information and to sign up.,Eversource,SmallCommercialCompare,2025-04-22
Bennington GREEN 50% Small Commercial,$0.10228,4/1/2025,Bennington Community Power,Fixed,No,866-968-8065,No,6 months,No,"October, 2025 *Last meter read*",50.00 %,Stable rate program offered by Standard Power open to customers in Bennington. Go to https://StandardPower.com/Communities/Bennington/ for more information and to sign up.,Eversource,SmallCommercialCompare,2025-04-22
Bennington GREEN Default Small Commercial,$0.08860,4/1/2025,Bennington Community Power,Fixed,No,866-968-8065,No,6 months,No,"October, 2025 *Last meter read*",26.20 %,Stable rate program offered by Standard Power open to customers in Bennington. Go to https://StandardPower.com/Communities/Bennington/ for more information and to sign up.,Eversource,SmallCommercialCompare,2025-04-22
Bennington BASIC Small Commercial,$0.08820,4/1/2025,Bennington Community Power,Fixed,No,866-968-8065,No,6 months,No,"October, 2025 *Last meter read*",25.20 %,Stable rate program offered by Standard Power open to customers in Bennington. Go to https://StandardPower.com/Communities/Bennington/ for more information and to sign up.,Eversource,SmallCommercialCompare,2025-04-22
Bennington GREEN 100% Small Commercial,$0.11930,4/1/2025,Bennington Community Power,Fixed,No,866-968-8065,No,6 months,No,"October, 2025 *Last meter read*",100.00 %,Stable rate program offered by Standard Power open to customers in Bennington. Go to https://StandardPower.com/Communities/Bennington/ for more information and to sign up.,Eversource,SmallCommercialCompare,2025-04-22
Peterborough Local - Commercial,$0.08400,4/4/2025,Community Power Coalition of New Hampshire,Variable,No,1-866-603-7697,No,1 months,No,"May, 2025 *Last meter read*",25.20 %,Comments:,Eversource,SmallCommercialCompare,2025-04-22
Clean 50 - Commercial,$0.08900,4/4/2025,Community Power Coalition of New Hampshire,Variable,No,1-866-603-7697,No,1 months,No,"May, 2025 *Last meter read*",50.00 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,Eversource,SmallCommercialCompare,2025-04-22
Granite Basic - Commercial,$0.07800,4/4/2025,Community Power Coalition of New Hampshire,Variable,No,1-866-603-7697,No,1 months,No,"May, 2025 *Last meter read*",25.20 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,Eversource,SmallCommercialCompare,2025-04-22
Canterbury Basic,$0.09900,4/4/2025,Community Power Coalition of New Hampshire,Fixed,No,1-866-603-7697,No,5 months,No,"July, 2025 *Last meter read*",25.20 %,This rate is available to Canterbury Community Power Customers.,Eversource,SmallCommercialCompare,2025-04-22
Canterbury Basic - Commercial,$0.08000,4/4/2025,Community Power Coalition of New Hampshire,Variable,No,1-866-603-7697,No,1 months,No,"May, 2025 *Last meter read*",25.20 %,Comments:,Eversource,SmallCommercialCompare,2025-04-22
Clean 100 - Commercial,$0.10500,4/4/2025,Community Power Coalition of New Hampshire,Variable,No,1-866-603-7697,No,1 months,No,"May, 2025 *Last meter read*",100.00 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,Eversource,SmallCommercialCompare,2025-04-22
Granite Plus - Commercial,$0.08400,4/4/2025,Community Power Coalition of New Hampshire,Variable,No,1-866-603-7697,No,1 months,No,"May, 2025 *Last meter read*",33.00 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,Eversource,SmallCommercialCompare,2025-04-22
Business 12,$0.11590,4/15/2025,ENH Power,Fixed,No,1-800-549-6160,No,12 months,$100.00,*Last meter read*,0.00 %,Are you looking for a fixed rate energy plan? This plan is for your business. Enjoy 12 months of a fixed rate with no monthly service fee and a $100 early termination fee.,Eversource,SmallCommercialCompare,2025-04-22
Commercial Standard,$0.09425,4/18/2025,Hampton Community Power Aggregation,Fixed,No,1-866-485-5858,No,7 months,No,"November, 2025 *Last meter read*",24.30 %,"Available only to commercial customers located in Hampton, NH",Eversource,SmallCommercialCompare,2025-04-22
Commercial Optional Green 33,$0.10798,4/18/2025,Hampton Community Power Aggregation,Fixed,No,1-866-485-5858,No,7 months,No,"November, 2025 *Last meter read*",57.30 %,"Available only to commercial customers located in Hampton, NH",Eversource,SmallCommercialCompare,2025-04-22
Commercial Optional Green 100,$0.12918,4/18/2025,Hampton Community Power Aggregation,Fixed,No,1-866-485-5858,No,7 months,No,"November, 2025 *Last meter read*",100.00 %,"Available only to commercial customers located in Hampton, NH",Eversource,SmallCommercialCompare,2025-04-22
Hillsborough BASIC Small Commercial,$0.08810,4/1/2025,Hillsborough Community Power,Fixed,No,866-968-8065,No,7 months,No,"November, 2025 *Last meter read*",25.20 %,Stable rate program offered by Standard Power open to customers in Hillsborough. Go to https://StandardPower.com/Communities/Hillsborough/ for more information and to sign up.,Eversource,SmallCommercialCompare,2025-04-22
Hillsborough GREEN 50% Small Commercial,$0.10270,4/1/2025,Hillsborough Community Power,Fixed,No,866-968-8065,No,7 months,No,"November, 2025 *Last meter read*",50.00 %,Stable rate program offered by Standard Power open to customers in Hillsborough. Go to https://StandardPower.com/Communities/Hillsborough/ for more information and to sign up.,Eversource,SmallCommercialCompare,2025-04-22
Hillsborough GREEN 100% Small Commercial,$0.11920,4/1/2025,Hillsborough Community Power,Fixed,No,866-968-8065,No,7 months,No,"November, 2025 *Last meter read*",100.00 %,Stable rate program offered by Standard Power open to customers in Hillsborough. Go to https://StandardPower.com/Communities/Hillsborough/ for more information and to sign up.,Eversource,SmallCommercialCompare,2025-04-22
Hillsborough GREEN Default Small Commercial,$0.08850,4/1/2025,Hillsborough Community Power,Fixed,No,866-968-8065,No,7 months,No,"November, 2025 *Last meter read*",26.20 %,Stable rate program offered by Standard Power open to customers in Hillsborough. Go to https://StandardPower.com/Communities/Hillsborough/ for more information and to sign up.,Eversource,SmallCommercialCompare,2025-04-22
Jaffrey GREEN 50% Small Commercial,$0.11648,4/1/2025,Jaffrey Community Power,Fixed,No,1-888-875-1711,No,20 months,No,"November, 2025 *Last meter read*",50.00 %,Stable rate program offered by Standard Power open to customers in Jaffrey. Go to https://JaffreyCommunityPower.com for more information and to sign up.,Eversource,SmallCommercialCompare,2025-04-22
Jaffrey GREEN 100% Small Commercial,$0.13648,4/1/2025,Jaffrey Community Power,Fixed,No,1-888-875-1711,No,20 months,No,"November, 2025 *Last meter read*",100.00 %,Stable rate program offered by Standard Power open to customers in Jaffrey. Go to https://JaffreyCommunityPower.com for more information and to sign up.,Eversource,SmallCommercialCompare,2025-04-22
Business 12,$0.11490,4/15/2025,ENH Power,Fixed,No,1-800-549-6160,No,12 months,$100.00,*Last meter read*,0.00 %,Are you looking for a fixed rate energy plan? This plan is for your business. Enjoy 12 months of a fixed rate with no monthly service fee and a $100 early termination fee.,NHEC,SmallCommercialCompare,2025-04-22
Granite Basic - Monthly Non-G1 General Service,$0.07000,4/4/2025,Community Power Coalition of New Hampshire,Variable,No,1-866-603-7697,No,1 months,No,"May, 2025 *Last meter read*",25.20 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,Unitil,SmallCommercialCompare,2025-04-22
Granite Plus - Commercial,$0.10400,4/4/2025,Community Power Coalition of New Hampshire,Fixed,No,1-866-603-7697,No,5 months,No,"July, 2025 *Last meter read*",33.00 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,Unitil,SmallCommercialCompare,2025-04-22
Embrace Green 12,$0.13490,4/7/2025,CleanSky Energy,Fixed,No,1-888-355-6205,No,12 months,$75.00,*Last meter read*,100.00 %,Have a question about a plan or need help placing an order?,Eversource,ResidentialCompare,2025-04-22
Affordable Wind 12,$0.13790,4/7/2025,CleanSky Energy,Fixed,No,1-888-355-6205,No,12 months,$75.00,*Last meter read*,100.00 %,Have a question about a plan or need help placing an order?,Eversource,ResidentialCompare,2025-04-22
Clean 100,$0.13100,4/4/2025,Community Power Coalition of New Hampshire,Fixed,No,1-866-603-7697,No,5 months,No,"July, 2025 *Last meter read*",100.00 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,Eversource,ResidentialCompare,2025-04-22
Granite Basic,$0.09700,4/4/2025,Community Power Coalition of New Hampshire,Fixed,No,1-866-603-7697,No,5 months,No,"July, 2025 *Last meter read*",25.20 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,Eversource,ResidentialCompare,2025-04-22
Peterborough Local,$0.10400,4/4/2025,Community Power Coalition of New Hampshire,Fixed,No,1-866-603-7697,No,5 months,No,"July, 2025 *Last meter read*",25.20 %,This rate is available to Peterborough Community Power Customers.,Eversource,ResidentialCompare,2025-04-22
Granite Plus,$0.10400,4/4/2025,Community Power Coalition of New Hampshire,Fixed,No,1-866-603-7697,No,5 months,No,"July, 2025 *Last meter read*",33.00 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,Eversource,ResidentialCompare,2025-04-22
Clean 50,$0.11100,4/4/2025,Community Power Coalition of New Hampshire,Fixed,No,1-866-603-7697,No,5 months,No,"July, 2025 *Last meter read*",50.00 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,Eversource,ResidentialCompare,2025-04-22
Live Brighter AE 6,$0.10790,3/31/2025,"Direct Energy Services, LLC",Fixed,No,888-836-6141,No,6 months,No,*Last meter read*,0.00 %,Rate plan is available for new customers only.,Eversource,ResidentialCompare,2025-04-22
Go Green Lights 24,$0.13690,3/31/2025,"Direct Energy Services, LLC",Fixed,No,888-836-6141,No,24 months,No,*Last meter read*,100.00 %,Green Energy. Rate plan is available for new customers only.,Eversource,ResidentialCompare,2025-04-22
Live Brighter 12,$0.13190,3/31/2025,"Direct Energy Services, LLC",Fixed,No,888-836-6141,No,12 months,No,*Last meter read*,0.00 %,Rate plan is available for new customers only.,Eversource,ResidentialCompare,2025-04-22
Live Brighter SS 6,$0.10890,3/31/2025,"Direct Energy Services, LLC",Fixed,No,888-836-6141,No,6 months,No,*Last meter read*,0.00 %,Rate plan is available for new customers only.,Eversource,ResidentialCompare,2025-04-22
Live Brighter TO 6,$0.11490,3/31/2025,"Direct Energy Services, LLC",Fixed,No,888-836-6141,No,6 months,No,*Last meter read*,0.00 %,Rate plan is available for new customers only.,Eversource,ResidentialCompare,2025-04-22
Live Brighter AE 12,$0.12590,3/31/2025,"Direct Energy Services, LLC",Fixed,No,888-836-6141,No,12 months,No,*Last meter read*,0.00 %,Rate plan is available for new customers only.,Eversource,ResidentialCompare,2025-04-22
Live Brighter 24,$0.13190,3/31/2025,"Direct Energy Services, LLC",Fixed,No,888-836-6141,No,24 months,No,*Last meter read*,0.00 %,Rate plan is available for new customers only.,Eversource,ResidentialCompare,2025-04-22
Simple Power 12 - Residential,$0.11590,4/15/2025,ENH Power,Fixed,No,1-800-549-6160,No,12 months,$100.00,*Last meter read*,0.00 %,Are you looking for a fixed rate energy plan? This plan is for you. Enjoy 12 months of a fixed rate with no monthly service fee and a $100 early termination fee.,Eversource,ResidentialCompare,2025-04-22
Easy Choice 3 - Residential,$0.06990,4/17/2025,ENH Power,Fixed,No,1-800-549-6160,No,3 months,No,*Last meter read*,0.00 %,An easy choice for new customers to lock in a fixed rate for 3 months with no monthly service fee or early termination fees.,Eversource,ResidentialCompare,2025-04-22
Optional Green 33,$0.10798,4/18/2025,Hampton Community Power Aggregation,Fixed,No,1-866-485-5858,No,7 months,No,"November, 2025 *Last meter read*",57.30 %,"Available only to residential customers located in Hampton, NH",Eversource,ResidentialCompare,2025-04-22
Optional Green 100,$0.12918,4/18/2025,Hampton Community Power Aggregation,Fixed,No,1-866-485-5858,No,7 months,No,"November, 2025 *Last meter read*",100.00 %,"Available only to residential customers located in Hampton, NH",Eversource,ResidentialCompare,2025-04-22
Standard,$0.09425,4/18/2025,Hampton Community Power Aggregation,Fixed,No,1-866-485-5858,No,7 months,No,"November, 2025 *Last meter read*",24.30 %,"Available only to residential customers located in Hampton, NH",Eversource,ResidentialCompare,2025-04-22
Hillsborough BASIC,$0.08810,4/1/2025,Hillsborough Community Power,Fixed,No,866-968-8065,No,7 months,No,"November, 2025 *Last meter read*",25.20 %,Stable rate program offered by Standard Power open to customers in Hillsborough. Go to https://StandardPower.com/Communities/Hillsborough/ for more information and to sign up.,Eversource,ResidentialCompare,2025-04-22
Hillsborough GREEN 50%,$0.10270,4/1/2025,Hillsborough Community Power,Fixed,No,866-968-8065,No,7 months,No,"November, 2025 *Last meter read*",50.00 %,Stable rate program offered by Standard Power open to customers in Hillsborough. Go to https://StandardPower.com/Communities/Hillsborough/ for more information and to sign up.,Eversource,ResidentialCompare,2025-04-22
Hillsborough GREEN 100%,$0.11920,4/1/2025,Hillsborough Community Power,Fixed,No,866-968-8065,No,7 months,No,"November, 2025 *Last meter read*",100.00 %,Stable rate program offered by Standard Power open to customers in Hillsborough. Go to https://StandardPower.com/Communities/Hillsborough/ for more information and to sign up.,Eversource,ResidentialCompare,2025-04-22
Hillsborough GREEN Default,$0.08850,4/1/2025,Hillsborough Community Power,Fixed,No,866-968-8065,No,7 months,No,"November, 2025 *Last meter read*",26.20 %,Stable rate program offered by Standard Power open to customers in Hillsborough. Go to https://StandardPower.com/Communities/Hillsborough/ for more information and to sign up.,Eversource,ResidentialCompare,2025-04-22
Jaffrey GREEN 100%,$0.13648,4/1/2025,Jaffrey Community Power,Fixed,No,1-888-875-1711,No,20 months,No,"November, 2025 *Last meter read*",100.00 %,Stable rate program offered by Standard Power open to customers in Jaffrey. Go to https://JaffreyCommunityPower.com for more information and to sign up.,Eversource,ResidentialCompare,2025-04-22
Embrace Green 24,$0.13990,4/7/2025,CleanSky Energy,Fixed,No,1-888-355-6205,No,24 months,$150.00,*Last meter read*,100.00 %,Have a question about a plan or need help placing an order?,Eversource,ResidentialCompare,2025-04-22
Ultra Clean Solar 24,$0.14390,4/7/2025,CleanSky Energy,Fixed,No,1-888-355-6205,No,24 months,$150.00,*Last meter read*,100.00 %,Have a question about a plan or need help placing an order?,Eversource,ResidentialCompare,2025-04-22
Clean 50 - Commercial,$0.11100,4/4/2025,Community Power Coalition of New Hampshire,Fixed,No,1-866-603-7697,No,5 months,No,"July, 2025 *Last meter read*",50.00 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,Unitil,SmallCommercialCompare,2025-04-22
Embrace Green 6,$0.12490,4/7/2025,CleanSky Energy,Fixed,No,1-888-355-6205,No,6 months,$50.00,*Last meter read*,100.00 %,Have a question about a plan or need help placing an order?,Eversource,ResidentialCompare,2025-04-22
Clean 50 - Monthly Non-G1 General Service,$0.08100,4/4/2025,Community Power Coalition of New Hampshire,Variable,No,1-866-603-7697,No,1 months,No,"May, 2025 *Last meter read*",50.00 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,Unitil,SmallCommercialCompare,2025-04-22
Canterbury Basic - Commercial,$0.07200,4/4/2025,Community Power Coalition of New Hampshire,Variable,No,1-866-603-7697,No,5 months,No,"May, 2025 *Last meter read*",25.20 %,Comments:,Unitil,SmallCommercialCompare,2025-04-22
Clean 100 - Commercial,$0.13100,4/4/2025,Community Power Coalition of New Hampshire,Fixed,No,1-866-603-7697,No,5 months,No,"July, 2025 *Last meter read*",100.00 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,Unitil,SmallCommercialCompare,2025-04-22
Granite Plus - Monthly Non-G1 General Service,$0.07500,4/4/2025,Community Power Coalition of New Hampshire,Variable,No,1-866-603-7697,No,5 months,No,"May, 2025 *Last meter read*",33.00 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,Unitil,SmallCommercialCompare,2025-04-22
Clean 100 - Monthly Non-G1 General Service,$0.09500,4/4/2025,Community Power Coalition of New Hampshire,Variable,No,1-866-603-7697,No,1 months,No,"May, 2025 *Last meter read*",100.00 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,Unitil,SmallCommercialCompare,2025-04-22
Granite Basic - Commercial,$0.09700,4/4/2025,Community Power Coalition of New Hampshire,Fixed,No,1-866-603-7697,No,5 months,No,"July, 2025 *Last meter read*",25.20 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,Unitil,SmallCommercialCompare,2025-04-22
Clean 50 - Monthly Domestic Service,$0.08300,4/4/2025,Community Power Coalition of New Hampshire,Variable,No,1-866-603-7697,No,1 months,No,"May, 2025 *Last meter read*",50.00 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,Unitil,SmallCommercialCompare,2025-04-22
