plan_name,per_kwh,last_update,company_name,pricing,monthly_charge,phone,intro_price,rate_good_for,cancel_fee,rate_end,renewable_energy,comments,provider,rate_type,retrieval_date
Granite Basic,$0.09700,3/10/2025,Community Power Coalition of New Hampshire,Fixed,No,1-866-603-7697,No,5 months,No,"July, 2025 *Last meter read*",25.20 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,Eversource,ResidentialCompare,2025-03-14
Amherst GREEN 100% Small Commercial,$0.11950,3/6/2025,Community Power - Town of Amherst,Fixed,No,866-968-8065,No,6 months,No,"October, 2025 *Last meter read*",100.00 %,Stable rate program offered by Standard Power open to customers in Amherst. Go to https://StandardPower.com/Communities/Amherst/ for more information and to sign up.,Eversource,SmallCommercialCompare,2025-03-14
Rollinsford GREEN 100% Small Commercial,$0.11950,3/6/2025,Community Power - Town of Rollinsford,Fixed,No,866-968-8065,No,7 months,No,"November, 2025 *Last meter read*",100.00 %,Stable rate program offered by Standard Power open to customers in Rollinsford. Go to https://StandardPower.com/Communities/Rollinsford/ for more information and to sign up.,Eversource,SmallCommercialCompare,2025-03-14
Clean 100 - Commercial,$0.10700,3/10/2025,Community Power Coalition of New Hampshire,Variable,No,1-866-603-7697,No,1 months,No,"April, 2025 *Last meter read*",100.00 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,Eversource,SmallCommercialCompare,2025-03-14
Canterbury Basic - Commercial,$0.08100,3/10/2025,Community Power Coalition of New Hampshire,Variable,No,1-866-603-7697,No,1 months,No,"April, 2025 *Last meter read*",25.20 %,Comments:,Eversource,SmallCommercialCompare,2025-03-14
Granite Plus - Commercial,$0.08500,3/10/2025,Community Power Coalition of New Hampshire,Variable,No,1-866-603-7697,No,1 months,No,"April, 2025 *Last meter read*",33.00 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,Eversource,SmallCommercialCompare,2025-03-14
Clean 50 - Commercial,$0.09100,3/10/2025,Community Power Coalition of New Hampshire,Variable,No,1-866-603-7697,No,1 months,No,"April, 2025 *Last meter read*",50.00 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,Eversource,SmallCommercialCompare,2025-03-14
Canterbury Basic,$0.09900,3/10/2025,Community Power Coalition of New Hampshire,Fixed,No,1-866-603-7697,No,5 months,No,"July, 2025 *Last meter read*",25.20 %,This rate is available to Canterbury Community Power Customers.,Eversource,SmallCommercialCompare,2025-03-14
Granite Basic - Commercial,$0.07900,3/10/2025,Community Power Coalition of New Hampshire,Variable,No,1-866-603-7697,No,1 months,No,"April, 2025 *Last meter read*",25.20 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,Eversource,SmallCommercialCompare,2025-03-14
Business 12,$0.12190,3/11/2025,ENH Power,Fixed,No,1-800-549-6160,No,12 months,$100.00,*Last meter read*,0.00 %,Are you looking for a fixed rate energy plan? This plan is for your business. Enjoy 12 months of a fixed rate with no monthly service fee and a $100 early termination fee.,Eversource,SmallCommercialCompare,2025-03-14
Commercial Optional Green 100,$0.12918,3/4/2025,Hampton Community Power Aggregation,Fixed,No,1-866-485-5858,No,8 months,No,"November, 2025 *Last meter read*",100.00 %,"Available only to commercial customers located in Hampton, NH",Eversource,SmallCommercialCompare,2025-03-14
Commercial Standard,$0.09425,3/4/2025,Hampton Community Power Aggregation,Fixed,No,1-866-485-5858,No,8 months,No,"November, 2025 *Last meter read*",24.30 %,"Available only to commercial customers located in Hampton, NH",Eversource,SmallCommercialCompare,2025-03-14
Commercial Optional Green 33,$0.10798,3/4/2025,Hampton Community Power Aggregation,Fixed,No,1-866-485-5858,No,8 months,No,"November, 2025 *Last meter read*",57.30 %,"Available only to commercial customers located in Hampton, NH",Eversource,SmallCommercialCompare,2025-03-14
BizLock 24 - Commercial,$0.12990,3/1/2025,"XOOM Energy New Hampshire, LLC",Fixed,No,1-888-997-8979,No,24 months,$1000.00,"April, 2025 *Last meter read*",0.00 %,Comments:,Eversource,SmallCommercialCompare,2025-03-14
BizRescueLock 12 - Commercial,$0.13490,3/1/2025,"XOOM Energy New Hampshire, LLC",Fixed,No,1-888-997-8979,No,12 months,$500.00,"April, 2025 *Last meter read*",0.00 %,Enroll on BizRescueLock 12 and 5% of your monthly energy charges will be donated to PetSmart Charities!*,Eversource,SmallCommercialCompare,2025-03-14
BizLock 12 - Commercial,$0.12890,3/1/2025,"XOOM Energy New Hampshire, LLC",Fixed,No,1-888-997-8979,No,12 months,$500.00,"April, 2025 *Last meter read*",0.00 %,Comments:,Eversource,SmallCommercialCompare,2025-03-14
BizSimpleClean - Commercial,$0.17490,3/1/2025,"XOOM Energy New Hampshire, LLC",Variable,No,1-888-997-8979,No,1 months,No,"April, 2025 *Last meter read*",50.00 %,Comments:,Eversource,SmallCommercialCompare,2025-03-14
BizSimpleClean 12 - Commercial,$0.13090,3/1/2025,"XOOM Energy New Hampshire, LLC",Fixed,No,1-888-997-8979,No,12 months,$500.00,"April, 2025 *Last meter read*",50.00 %,Comments:,Eversource,SmallCommercialCompare,2025-03-14
Granite Plus - Commercial,$0.09200,3/10/2025,Community Power Coalition of New Hampshire,Variable,No,1-866-603-7697,No,1 months,No,"April, 2025 *Last meter read*",33.00 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,Liberty,SmallCommercialCompare,2025-03-14
Clean 100 - Commercial,$0.11600,3/10/2025,Community Power Coalition of New Hampshire,Variable,No,1-866-603-7697,No,1 months,No,"April, 2025 *Last meter read*",100.00 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,Liberty,SmallCommercialCompare,2025-03-14
Granite Basic - Commercial,$0.08600,3/10/2025,Community Power Coalition of New Hampshire,Variable,No,1-866-603-7697,No,1 months,No,"April, 2025 *Last meter read*",25.20 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,Liberty,SmallCommercialCompare,2025-03-14
Clean 50 - Commercial,$0.09800,3/10/2025,Community Power Coalition of New Hampshire,Variable,No,1-866-603-7697,No,1 months,No,"April, 2025 *Last meter read*",50.00 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,Liberty,SmallCommercialCompare,2025-03-14
Business 12,$0.12150,3/11/2025,ENH Power,Fixed,No,1-800-549-6160,No,12 months,$100.00,*Last meter read*,0.00 %,Are you looking for a fixed rate energy plan? This plan is for your business. Enjoy 12 months of a fixed rate with no monthly service fee and a $100 early termination fee.,Liberty,SmallCommercialCompare,2025-03-14
Granite Plus - Commercial,$0.10400,3/10/2025,Community Power Coalition of New Hampshire,Fixed,No,1-866-603-7697,No,5 months,No,"July, 2025 *Last meter read*",33.00 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,NHEC,SmallCommercialCompare,2025-03-14
Clean 100 - Commercial,$0.13100,3/10/2025,Community Power Coalition of New Hampshire,Fixed,No,1-866-603-7697,No,5 months,No,"July, 2025 *Last meter read*",100.00 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,NHEC,SmallCommercialCompare,2025-03-14
Granite Basic - Commercial,$0.09700,3/10/2025,Community Power Coalition of New Hampshire,Fixed,No,1-866-603-7697,No,5 months,No,"July, 2025 *Last meter read*",25.20 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,NHEC,SmallCommercialCompare,2025-03-14
Peterborough Local - Commercial,$0.08500,3/10/2025,Community Power Coalition of New Hampshire,Variable,No,1-866-603-7697,No,1 months,No,"April, 2025 *Last meter read*",25.20 %,Comments:,Eversource,SmallCommercialCompare,2025-03-14
Rollinsford GREEN 50% Small Commercial,$0.10300,3/6/2025,Community Power - Town of Rollinsford,Fixed,No,866-968-8065,No,7 months,No,"November, 2025 *Last meter read*",50.00 %,Stable rate program offered by Standard Power open to customers in Rollinsford. Go to https://StandardPower.com/Communities/Rollinsford/ for more information and to sign up.,Eversource,SmallCommercialCompare,2025-03-14
Clean 50,$0.11100,3/10/2025,Community Power Coalition of New Hampshire,Fixed,No,1-866-603-7697,No,5 months,No,"July, 2025 *Last meter read*",50.00 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,Eversource,ResidentialCompare,2025-03-14
Rollinsford GREEN Default Small Commercial,$0.88800,3/6/2025,Community Power - Town of Rollinsford,Fixed,No,866-968-8065,No,7 months,No,"November, 2025 *Last meter read*",26.20 %,Stable rate program offered by Standard Power open to customers in Rollinsford. Go to https://StandardPower.com/Communities/Rollinsford/ for more information and to sign up.,Eversource,SmallCommercialCompare,2025-03-14
Amherst BASIC Small Commercial,$0.08840,3/6/2025,Community Power - Town of Amherst,Fixed,No,866-968-8065,No,6 months,No,"October, 2025 *Last meter read*",25.20 %,Stable rate program offered by Standard Power open to customers in Amherst. Go to https://StandardPower.com/Communities/Amherst/ for more information and to sign up.,Eversource,SmallCommercialCompare,2025-03-14
Amherst GREEN 50% Small Commercial,$0.10300,3/6/2025,Community Power - Town of Amherst,Fixed,No,866-968-8065,No,6 months,No,"October, 2025 *Last meter read*",50.00 %,Stable rate program offered by Standard Power open to customers in Amherst. Go to https://StandardPower.com/Communities/Amherst/ for more information and to sign up.,Eversource,SmallCommercialCompare,2025-03-14
Bennington GREEN Default Small Commercial,$0.08860,3/6/2025,Community Power - Town of Bennington,Fixed,No,866-968-8065,No,6 months,No,"October, 2025 *Last meter read*",26.20 %,Stable rate program offered by Standard Power open to customers in Bennington. Go to https://StandardPower.com/Communities/Bennington/ for more information and to sign up.,Eversource,SmallCommercialCompare,2025-03-14
Bennington GREEN 50% Small Commercial,$0.10228,3/6/2025,Community Power - Town of Bennington,Fixed,No,866-968-8065,No,6 months,No,"October, 2025 *Last meter read*",50.00 %,Stable rate program offered by Standard Power open to customers in Bennington. Go to https://StandardPower.com/Communities/Bennington/ for more information and to sign up.,Eversource,SmallCommercialCompare,2025-03-14
Bennington BASIC Small Commercial,$0.08820,3/6/2025,Community Power - Town of Bennington,Fixed,No,866-968-8065,No,6 months,No,"October, 2025 *Last meter read*",25.20 %,Stable rate program offered by Standard Power open to customers in Bennington. Go to https://StandardPower.com/Communities/Bennington/ for more information and to sign up.,Eversource,SmallCommercialCompare,2025-03-14
Bennington GREEN 100% Small Commercial,$0.11930,3/6/2025,Community Power - Town of Bennington,Fixed,No,866-968-8065,No,6 months,No,"October, 2025 *Last meter read*",100.00 %,Stable rate program offered by Standard Power open to customers in Bennington. Go to https://StandardPower.com/Communities/Bennington/ for more information and to sign up.,Eversource,SmallCommercialCompare,2025-03-14
Hillsborough GREEN 100% Small Commercial,$0.11920,3/6/2025,Community Power - Town of Hillsborough,Fixed,No,866-968-8065,No,7 months,No,"November, 2025 *Last meter read*",100.00 %,Stable rate program offered by Standard Power open to customers in Hillsborough. Go to https://StandardPower.com/Communities/Hillsborough/ for more information and to sign up.,Eversource,SmallCommercialCompare,2025-03-14
Hillsborough BASIC Small Commercial,$0.08810,3/6/2025,Community Power - Town of Hillsborough,Fixed,No,866-968-8065,No,7 months,No,"November, 2025 *Last meter read*",25.20 %,Stable rate program offered by Standard Power open to customers in Hillsborough. Go to https://StandardPower.com/Communities/Hillsborough/ for more information and to sign up.,Eversource,SmallCommercialCompare,2025-03-14
Hillsborough GREEN 50% Small Commercial,$0.10270,3/6/2025,Community Power - Town of Hillsborough,Fixed,No,866-968-8065,No,7 months,No,"November, 2025 *Last meter read*",50.00 %,Stable rate program offered by Standard Power open to customers in Hillsborough. Go to https://StandardPower.com/Communities/Hillsborough/ for more information and to sign up.,Eversource,SmallCommercialCompare,2025-03-14
Hillsborough GREEN Default Small Commercial,$0.08850,3/6/2025,Community Power - Town of Hillsborough,Fixed,No,866-968-8065,No,7 months,No,"November, 2025 *Last meter read*",26.20 %,Stable rate program offered by Standard Power open to customers in Hillsborough. Go to https://StandardPower.com/Communities/Hillsborough/ for more information and to sign up.,Eversource,SmallCommercialCompare,2025-03-14
Jaffrey GREEN Default Small Commercial,$0.10968,3/6/2025,Community Power - Town of Jaffrey,Fixed,No,1-888-875-1711,No,20 months,No,"November, 2025 *Last meter read*",34.30 %,Stable rate program offered by Standard Power open to customers in Jaffrey. Go to https://JaffreyCommunityPower.com for more information and to sign up.,Eversource,SmallCommercialCompare,2025-03-14
Jaffrey BASIC Small Commercial,$0.10568,3/6/2025,Community Power - Town of Jaffrey,Fixed,No,1-888-875-1711,No,20 months,No,"November, 2025 *Last meter read*",24.30 %,Stable rate program offered by Standard Power open to customers in Jaffrey. Go to https://JaffreyCommunityPower.com for more information and to sign up.,Eversource,SmallCommercialCompare,2025-03-14
Jaffrey GREEN 100% Small Commercial,$0.13648,3/6/2025,Community Power - Town of Jaffrey,Fixed,No,1-888-875-1711,No,20 months,No,"November, 2025 *Last meter read*",100.00 %,Stable rate program offered by Standard Power open to customers in Jaffrey. Go to https://JaffreyCommunityPower.com for more information and to sign up.,Eversource,SmallCommercialCompare,2025-03-14
Jaffrey GREEN 50% Small Commercial,$0.11648,3/6/2025,Community Power - Town of Jaffrey,Fixed,No,1-888-875-1711,No,20 months,No,"November, 2025 *Last meter read*",50.00 %,Stable rate program offered by Standard Power open to customers in Jaffrey. Go to https://JaffreyCommunityPower.com for more information and to sign up.,Eversource,SmallCommercialCompare,2025-03-14
Milford PLUS 10% Small Commercial,$0.10968,3/6/2025,Community Power - Town of Milford,Fixed,No,1-888-875-1711,No,20 months,No,"November, 2025 *Last meter read*",34.30 %,Stable rate program offered by Standard Power open to customers in Milford. Go to https://MilfordCommunityPower.com for more information and to sign up.,Eversource,SmallCommercialCompare,2025-03-14
Milford DEFAULT Small Commercial,$0.10568,3/6/2025,Community Power - Town of Milford,Fixed,No,1-888-875-1711,No,20 months,No,"November, 2025 *Last meter read*",24.30 %,Stable rate program offered by Standard Power open to customers in Milford. Go to https://MilfordCommunityPower.com for more information and to sign up.,Eversource,SmallCommercialCompare,2025-03-14
Milford GREEN 50% Small Commercial,$0.11648,3/6/2025,Community Power - Town of Milford,Fixed,No,1-888-875-1711,No,20 months,No,"November, 2025 *Last meter read*",50.00 %,Stable rate program offered by Standard Power open to customers in Milford. Go to https://MilfordCommunityPower.com for more information and to sign up.,Eversource,SmallCommercialCompare,2025-03-14
Milford GREEN 100% Small Commercial,$0.13648,3/6/2025,Community Power - Town of Milford,Fixed,No,1-888-875-1711,No,20 months,No,"November, 2025 *Last meter read*",100.00 %,Stable rate program offered by Standard Power open to customers in Milford. Go to https://MilfordCommunityPower.com for more information and to sign up.,Eversource,SmallCommercialCompare,2025-03-14
New Boston GREEN 50% Small Commercial,$0.11648,3/6/2025,Community Power - Town of New Boston,Fixed,No,1-888-875-1711,No,20 months,No,"November, 2025 *Last meter read*",50.00 %,Stable rate program offered by Standard Power open to customers in New Boston. Go to https://NewBostonCommunityPower.com for more information and to sign up.,Eversource,SmallCommercialCompare,2025-03-14
New Boston GREEN 100% Small Commercial,$0.13648,3/6/2025,Community Power - Town of New Boston,Fixed,No,1-888-875-1711,No,20 months,No,"November, 2025 *Last meter read*",100.00 %,Stable rate program offered by Standard Power open to customers in New Boston. Go to https://NewBostonCommunityPower.com for more information and to sign up.,Eversource,SmallCommercialCompare,2025-03-14
New Boston BASIC Small Commercial,$0.10568,3/6/2025,Community Power - Town of New Boston,Fixed,No,1-888-875-1711,No,20 months,No,"November, 2025 *Last meter read*",24.30 %,Stable rate program offered by Standard Power open to customers in New Boston. Go to https://NewBostonCommunityPower.com for more information and to sign up.,Eversource,SmallCommercialCompare,2025-03-14
New Boston GREE Default Small Commercial,$0.10968,3/6/2025,Community Power - Town of New Boston,Fixed,No,1-888-875-1711,No,20 months,No,"November, 2025 *Last meter read*",34.30 %,Stable rate program offered by Standard Power open to customers in New Boston. Go to https://NewBostonCommunityPower.com for more information and to sign up.,Eversource,SmallCommercialCompare,2025-03-14
Rollinsford BASIC Small Commercial,$0.08840,3/6/2025,Community Power - Town of Rollinsford,Fixed,No,866-968-8065,No,7 months,No,"November, 2025 *Last meter read*",25.20 %,Stable rate program offered by Standard Power open to customers in Rollinsford. Go to https://StandardPower.com/Communities/Rollinsford/ for more information and to sign up.,Eversource,SmallCommercialCompare,2025-03-14
Clean 50 - Commercial,$0.11100,3/10/2025,Community Power Coalition of New Hampshire,Fixed,No,1-866-603-7697,No,5 months,No,"July, 2025 *Last meter read*",50.00 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,NHEC,SmallCommercialCompare,2025-03-14
Business 12,$0.11990,3/11/2025,ENH Power,Fixed,No,1-800-549-6160,No,12 months,$100.00,*Last meter read*,0.00 %,Are you looking for a fixed rate energy plan? This plan is for your business. Enjoy 12 months of a fixed rate with no monthly service fee and a $100 early termination fee.,NHEC,SmallCommercialCompare,2025-03-14
Granite Basic - Monthly Non-G1 General Service,$0.07500,3/10/2025,Community Power Coalition of New Hampshire,Variable,No,1-866-603-7697,No,1 months,No,"April, 2025 *Last meter read*",25.20 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,Unitil,SmallCommercialCompare,2025-03-14
Granite Plus - Commercial,$0.10400,3/10/2025,Community Power Coalition of New Hampshire,Fixed,No,1-866-603-7697,No,5 months,No,"July, 2025 *Last meter read*",33.00 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,Unitil,SmallCommercialCompare,2025-03-14
Bennington GREEN 50%,$0.10280,3/6/2025,Community Power - Town of Bennington,Fixed,No,866-968-8065,No,6 months,No,"October, 2025 *Last meter read*",50.00 %,Stable rate program offered by Standard Power open to customers in Bennington. Go to https://StandardPower.com/Communities/Bennington/ for more information and to sign up.,Eversource,ResidentialCompare,2025-03-14
Bennington GREEN 100%,$0.11930,3/6/2025,Community Power - Town of Bennington,Fixed,No,866-968-8065,No,6 months,No,"October, 2025 *Last meter read*",100.00 %,Stable rate program offered by Standard Power open to customers in Bennington. Go to https://StandardPower.com/Communities/Bennington/ for more information and to sign up.,Eversource,ResidentialCompare,2025-03-14
Bennington BASIC,$0.08820,3/6/2025,Community Power - Town of Bennington,Fixed,No,866-968-8065,No,6 months,No,"October, 2025 *Last meter read*",25.20 %,Stable rate program offered by Standard Power open to customers in Bennington. Go to https://StandardPower.com/Communities/Bennington/ for more information and to sign up.,Eversource,ResidentialCompare,2025-03-14
Hillsborough GREEN Default,$0.08850,3/6/2025,Community Power - Town of Hillsborough,Fixed,No,866-968-8065,No,7 months,No,"November, 2025 *Last meter read*",26.20 %,Stable rate program offered by Standard Power open to customers in Hillsborough. Go to https://StandardPower.com/Communities/Hillsborough/ for more information and to sign up.,Eversource,ResidentialCompare,2025-03-14
Hillsborough GREEN 100%,$0.11920,3/6/2025,Community Power - Town of Hillsborough,Fixed,No,866-968-8065,No,7 months,No,"November, 2025 *Last meter read*",100.00 %,Stable rate program offered by Standard Power open to customers in Hillsborough. Go to https://StandardPower.com/Communities/Hillsborough/ for more information and to sign up.,Eversource,ResidentialCompare,2025-03-14
Hillsborough GREEN 50%,$0.10270,3/6/2025,Community Power - Town of Hillsborough,Fixed,No,866-968-8065,No,7 months,No,"November, 2025 *Last meter read*",50.00 %,Stable rate program offered by Standard Power open to customers in Hillsborough. Go to https://StandardPower.com/Communities/Hillsborough/ for more information and to sign up.,Eversource,ResidentialCompare,2025-03-14
Hillsborough BASIC,$0.08810,3/6/2025,Community Power - Town of Hillsborough,Fixed,No,866-968-8065,No,7 months,No,"November, 2025 *Last meter read*",25.20 %,Stable rate program offered by Standard Power open to customers in Hillsborough. Go to https://StandardPower.com/Communities/Hillsborough/ for more information and to sign up.,Eversource,ResidentialCompare,2025-03-14
Jaffrey BASIC,$0.10568,3/6/2025,Community Power - Town of Jaffrey,Fixed,No,1-888-875-1711,No,20 months,No,"November, 2025 *Last meter read*",24.30 %,Stable rate program offered by Standard Power open to customers in Jaffrey. Go to https://JaffreyCommunityPower.com for more information and to sign up.,Eversource,ResidentialCompare,2025-03-14
Jaffrey GREEN 100%,$0.13648,3/6/2025,Community Power - Town of Jaffrey,Fixed,No,1-888-875-1711,No,20 months,No,"November, 2025 *Last meter read*",100.00 %,Stable rate program offered by Standard Power open to customers in Jaffrey. Go to https://JaffreyCommunityPower.com for more information and to sign up.,Eversource,ResidentialCompare,2025-03-14
Jaffrey GREEN Default,$0.10968,3/6/2025,Community Power - Town of Jaffrey,Fixed,No,1-888-875-1711,No,20 months,No,"November, 2025 *Last meter read*",34.30 %,Stable rate program offered by Standard Power open to customers in Jaffrey. Go to https://JaffreyCommunityPower.com for more information and to sign up.,Eversource,ResidentialCompare,2025-03-14
Jaffrey GREEN 50%,$0.11648,3/6/2025,Community Power - Town of Jaffrey,Fixed,No,1-888-875-1711,No,20 months,No,"November, 2025 *Last meter read*",50.00 %,Stable rate program offered by Standard Power open to customers in Jaffrey. Go to https://JaffreyCommunityPower.com for more information and to sign up.,Eversource,ResidentialCompare,2025-03-14
Milford GREEN 100%,$0.13648,3/6/2025,Community Power - Town of Milford,Fixed,No,1-888-875-1711,No,20 months,No,"November, 2025 *Last meter read*",100.00 %,Stable rate program offered by Standard Power open to customers in Milford. Go to https://MilfordCommunityPower.com for more information and to sign up.,Eversource,ResidentialCompare,2025-03-14
Milford PLUS 10%,$0.10968,3/6/2025,Community Power - Town of Milford,Fixed,No,1-888-875-1711,No,20 months,No,"November, 2025 *Last meter read*",34.30 %,Stable rate program offered by Standard Power open to customers in Milford. Go to https://MilfordCommunityPower.com for more information and to sign up.,Eversource,ResidentialCompare,2025-03-14
Milford DEFAULT,$0.10568,3/6/2025,Community Power - Town of Milford,Fixed,No,1-888-875-1711,No,20 months,No,"November, 2025 *Last meter read*",24.30 %,Stable rate program offered by Standard Power open to customers in Milford. Go to https://MilfordCommunityPower.com for more information and to sign up.,Eversource,ResidentialCompare,2025-03-14
Milford GREEN 50%,$0.11648,3/6/2025,Community Power - Town of Milford,Fixed,No,1-888-875-1711,No,20 months,No,"November, 2025 *Last meter read*",50.00 %,Stable rate program offered by Standard Power open to customers in Milford. Go to https://MilfordCommunityPower.com for more information and to sign up.,Eversource,ResidentialCompare,2025-03-14
New Boston GREEN Default,$0.10968,3/6/2025,Community Power - Town of New Boston,Fixed,No,1-888-875-1711,No,20 months,No,"November, 2025 *Last meter read*",34.30 %,Stable rate program offered by Standard Power open to customers in New Boston. Go to https://NewBostonCommunityPower.com for more information and to sign up.,Eversource,ResidentialCompare,2025-03-14
New Boston GREEN 50%,$0.11648,3/6/2025,Community Power - Town of New Boston,Fixed,No,1-888-875-1711,No,20 months,No,"November, 2025 *Last meter read*",50.00 %,Stable rate program offered by Standard Power open to customers in New Boston. Go to https://NewBostonCommunityPower.com for more information and to sign up.,Eversource,ResidentialCompare,2025-03-14
New Boston BASIC,$0.10568,3/6/2025,Community Power - Town of New Boston,Fixed,No,1-888-875-1711,No,20 months,No,"November, 2025 *Last meter read*",24.30 %,Stable rate program offered by Standard Power open to customers in New Boston. Go to https://NewBostonCommunityPower.com for more information and to sign up.,Eversource,ResidentialCompare,2025-03-14
New Boston GREEN 100%,$0.13648,3/6/2025,Community Power - Town of New Boston,Fixed,No,1-888-875-1711,No,20 months,No,"November, 2025 *Last meter read*",100.00 %,Stable rate program offered by Standard Power open to customers in New Boston. Go to https://NewBostonCommunityPower.com for more information and to sign up.,Eversource,ResidentialCompare,2025-03-14
Rollinsford BASIC,$0.08840,3/6/2025,Community Power - Town of Rollinsford,Fixed,No,866-968-8065,No,7 months,No,"November, 2025 *Last meter read*",25.20 %,Stable rate program offered by Standard Power open to customers in Rollinsford. Go to https://StandardPower.com/Communities/Rollinsford/ for more information and to sign up.,Eversource,ResidentialCompare,2025-03-14
Rollinsford GREEN Default,$0.08880,3/6/2025,Community Power - Town of Rollinsford,Fixed,No,866-968-8065,No,7 months,No,"November, 2025 *Last meter read*",26.20 %,Stable rate program offered by Standard Power open to customers in Rollinsford. Go to https://StandardPower.com/Communities/Rollinsford/ for more information and to sign up.,Eversource,ResidentialCompare,2025-03-14
Rollinsford GREEN 50%,$0.10300,3/6/2025,Community Power - Town of Rollinsford,Fixed,No,866-968-8065,No,7 months,No,"November, 2025 *Last meter read*",50.00 %,Stable rate program offered by Standard Power open to customers in Rollinsford. Go to https://StandardPower.com/Communities/Rollinsford/ for more information and to sign up.,Eversource,ResidentialCompare,2025-03-14
Rollinsford GREEN 100%,$0.11950,3/6/2025,Community Power - Town of Rollinsford,Fixed,No,866-968-8065,No,7 months,No,"November, 2025 *Last meter read*",100.00 %,Stable rate program offered by Standard Power open to customers in Rollinsford. Go to https://StandardPower.com/Communities/Rollinsford/ for more information and to sign up.,Eversource,ResidentialCompare,2025-03-14
Bennington GREEN Default,$0.08860,3/6/2025,Community Power - Town of Bennington,Fixed,No,866-968-8065,No,6 months,No,"October, 2025 *Last meter read*",26.20 %,Stable rate program offered by Standard Power open to customers in Bennington. Go to https://StandardPower.com/Communities/Bennington/ for more information and to sign up.,Eversource,ResidentialCompare,2025-03-14
Amherst BASIC,$0.08840,3/6/2025,Community Power - Town of Amherst,Fixed,No,866-968-8065,No,6 months,No,"October, 2025 *Last meter read*",25.20 %,Stable rate program offered by Standard Power open to customers in Amherst. Go to https://StandardPower.com/Communities/Amherst/ for more information and to sign up.,Eversource,ResidentialCompare,2025-03-14
Amherst GREEN Default,$0.08880,3/6/2025,Community Power - Town of Amherst,Fixed,No,866-968-8065,No,6 months,No,"October, 2025 *Last meter read*",26.20 %,Stable rate program offered by Standard Power open to customers in Amherst. Go to https://StandardPower.com/Communities/Amherst/ for more information and to sign up.,Eversource,ResidentialCompare,2025-03-14
Commercial Standard,$0.09425,3/4/2025,Hampton Community Power Aggregation,Fixed,No,1-866-485-5858,No,8 months,No,"November, 2025 *Last meter read*",24.30 %,"Available only to businesses located in Hampton, NH;",Unitil,SmallCommercialCompare,2025-03-14
Clean 50 - Commercial,$0.11100,3/10/2025,Community Power Coalition of New Hampshire,Fixed,No,1-866-603-7697,No,5 months,No,"July, 2025 *Last meter read*",50.00 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,Unitil,SmallCommercialCompare,2025-03-14
Clean 50 - Monthly Non-G1 General Service,$0.08600,3/10/2025,Community Power Coalition of New Hampshire,Variable,No,1-866-603-7697,No,1 months,No,"April, 2025 *Last meter read*",50.00 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,Unitil,SmallCommercialCompare,2025-03-14
Canterbury Basic - Commercial,$0.07700,3/10/2025,Community Power Coalition of New Hampshire,Variable,No,1-866-603-7697,No,5 months,No,"April, 2025 *Last meter read*",25.20 %,Comments:,Unitil,SmallCommercialCompare,2025-03-14
Clean 100 - Commercial,$0.13100,3/10/2025,Community Power Coalition of New Hampshire,Fixed,No,1-866-603-7697,No,5 months,No,"July, 2025 *Last meter read*",100.00 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,Unitil,SmallCommercialCompare,2025-03-14
Granite Plus - Monthly Non-G1 General Service,$0.08000,3/10/2025,Community Power Coalition of New Hampshire,Variable,No,1-866-603-7697,No,5 months,No,"April, 2025 *Last meter read*",33.00 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,Unitil,SmallCommercialCompare,2025-03-14
Clean 100 - Monthly Non-G1 General Service,$0.10100,3/10/2025,Community Power Coalition of New Hampshire,Variable,No,1-866-603-7697,No,1 months,No,"April, 2025 *Last meter read*",100.00 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,Unitil,SmallCommercialCompare,2025-03-14
Granite Basic - Commercial,$0.09700,3/10/2025,Community Power Coalition of New Hampshire,Fixed,No,1-866-603-7697,No,5 months,No,"July, 2025 *Last meter read*",25.20 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,Unitil,SmallCommercialCompare,2025-03-14
