plan_name,per_kwh,last_update,company_name,pricing,monthly_charge,phone,intro_price,rate_good_for,cancel_fee,rate_end,renewable_energy,comments,provider,rate_type,retrieval_date
BizLock 24,$0.11890,12/2/2024,"XOOM Energy New Hampshire, LLC",Fixed,No,1-888-997-8979,No,24 months,$1000.00,*Last meter read*,0.00 %,Comments:,Eversource,SmallCommercialCompare,2024-12-04
BizLock12 - Small Commercial,$0.11190,12/2/2024,"XOOM Energy New Hampshire, LLC",Fixed,No,1-888-997-8979,No,12 months,$500.00,*Last meter read*,0.00 %,Comments:,Eversource,SmallCommercialCompare,2024-12-04
BizSimpleClean,$0.17490,12/2/2024,"XOOM Energy New Hampshire, LLC",Variable,No,1-888-997-8979,No,1 months,No,*Last meter read*,50.00 %,N/A,Eversource,SmallCommercialCompare,2024-12-04
BizRescueLock 12,$0.11890,12/2/2024,"XOOM Energy New Hampshire, LLC",Fixed,No,1-888-997-8979,No,12 months,$500.00,*Last meter read*,0.00 %,"When you enroll on BizRescueLock 12, 5% of your monthly energy charges will be donated to PetSmart Charities!",Eversource,SmallCommercialCompare,2024-12-04
Keene Local Green - Commercial,$0.11471,11/27/2024,Keene Community Power from City of Keene,Fixed,No,1-866-968-8065,No,30 months,No,"December, 2025 *Last meter read*",33.40 %,Default option offered by the City of Keene. Includes 10% more renewable energy than required by state law.,Eversource,SmallCommercialCompare,2024-12-04
Keene Basic - Commercial,$0.11100,11/27/2024,Keene Community Power from City of Keene,Fixed,No,1-866-968-8065,No,30 months,No,"December, 2025 *Last meter read*",23.40 %,Meets state minimum renewable energyÂ requirements.,Eversource,SmallCommercialCompare,2024-12-04
Commercial Optional Green 100,$0.12918,12/1/2024,Hampton Community Power Aggregation,Fixed,No,1-866-485-5858,No,11 months,No,"November, 2025 *Last meter read*",100.00 %,"Available only to commercial customers located in Hampton, NH",Eversource,SmallCommercialCompare,2024-12-04
New Boston GREEN Default Small Commercial,$0.10968,11/22/2024,Community Power - Town of New Boston,Fixed,No,1-888-875-1711,No,20 months,No,"November, 2025 *Last meter read*",34.30 %,Stable rate program offered by Standard Power open to customers in New Boston. Go to https://NewBostonCommunityPower.com for more information and to sign up.,Eversource,SmallCommercialCompare,2024-12-04
Jaffrey GREEN 100% Small Commercial,$0.13648,11/22/2024,Community Power - Town of Jaffrey,Fixed,No,1-888-875-1711,No,20 months,No,"November, 2025 *Last meter read*",100.00 %,Stable rate program offered by Standard Power open to customers in Jaffrey. Go to https://JaffreyCommunityPower.com for more information and to sign up.,Eversource,SmallCommercialCompare,2024-12-04
Jaffrey BASIC Small Commercial,$0.10568,11/22/2024,Community Power - Town of Jaffrey,Fixed,No,1-888-875-1711,No,20 months,No,"November, 2025 *Last meter read*",24.30 %,Stable rate program offered by Standard Power open to customers in Jaffrey. Go to https://JaffreyCommunityPower.com for more information and to sign up.,Eversource,SmallCommercialCompare,2024-12-04
Milford DEFAULT Small Commercial,$0.10568,11/22/2024,Community Power - Town of Milford,Fixed,No,1-888-875-1711,No,20 months,No,"November, 2025 *Last meter read*",24.30 %,Stable rate program offered by Standard Power open to customers in Milford. Go to https://MilfordCommunityPower.com for more information and to sign up.,Eversource,SmallCommercialCompare,2024-12-04
Milford PLUS 10% Small Commercial,$0.10968,11/22/2024,Community Power - Town of Milford,Fixed,No,1-888-875-1711,No,20 months,No,"November, 2025 *Last meter read*",34.30 %,Stable rate program offered by Standard Power open to customers in Milford. Go to https://MilfordCommunityPower.com for more information and to sign up.,Eversource,SmallCommercialCompare,2024-12-04
Milford GREEN 100% Small Commercial,$0.13648,11/22/2024,Community Power - Town of Milford,Fixed,No,1-888-875-1711,No,20 months,No,"November, 2025 *Last meter read*",100.00 %,Stable rate program offered by Standard Power open to customers in Milford. Go to https://MilfordCommunityPower.com for more information and to sign up.,Eversource,SmallCommercialCompare,2024-12-04
Milford GREEN 50% Small Commercial,$0.11648,11/22/2024,Community Power - Town of Milford,Fixed,No,1-888-875-1711,No,20 months,No,"November, 2025 *Last meter read*",50.00 %,Stable rate program offered by Standard Power open to customers in Milford. Go to https://MilfordCommunityPower.com for more information and to sign up.,Eversource,SmallCommercialCompare,2024-12-04
New Boston GREEN 100% Small Commercial,$0.13648,11/22/2024,Community Power - Town of New Boston,Fixed,No,1-888-875-1711,No,20 months,No,"November, 2025 *Last meter read*",100.00 %,Stable rate program offered by Standard Power open to customers in New Boston. Go to https://NewBostonCommunityPower.com for more information and to sign up.,Eversource,SmallCommercialCompare,2024-12-04
New Boston BASIC Small Commercial,$0.10568,11/22/2024,Community Power - Town of New Boston,Fixed,No,1-888-875-1711,No,20 months,No,"November, 2025 *Last meter read*",24.30 %,Stable rate program offered by Standard Power open to customers in New Boston. Go to https://NewBostonCommunityPower.com for more information and to sign up.,Eversource,SmallCommercialCompare,2024-12-04
New Boston GREEN 50% Small Commercial,$0.11648,11/22/2024,Community Power - Town of New Boston,Fixed,No,1-888-875-1711,No,20 months,No,"November, 2025 *Last meter read*",50.00 %,Stable rate program offered by Standard Power open to customers in New Boston. Go to https://NewBostonCommunityPower.com for more information and to sign up.,Eversource,SmallCommercialCompare,2024-12-04
Commercial Standard,$0.09425,12/1/2024,Hampton Community Power Aggregation,Fixed,No,1-866-485-5858,No,11 months,No,"November, 2025 *Last meter read*",24.30 %,"Available only to commercial customers located in Hampton, NH",Eversource,SmallCommercialCompare,2024-12-04
Canterbury Basic,$0.08800,12/2/2024,Community Power Coalition of New Hampshire,Fixed,No,1-866-603-7697,No,6 months,No,"January, 2025 *Last meter read*",24.30 %,This rate is available to Canterbury Community Power Customers.,Eversource,SmallCommercialCompare,2024-12-04
Cheshire Community Basic - Annual Non-Residential Opt-In Rate,$0.09200,12/2/2024,Community Power Coalition of New Hampshire,Fixed,No,1-866-603-7697,No,12 months,No,"December, 2025 *Last meter read*",24.30 %,12 month opt-in fixed rate for non-residential customers,Eversource,SmallCommercialCompare,2024-12-04
Clean 50 - Commercial,$0.10000,12/2/2024,Community Power Coalition of New Hampshire,Fixed,No,1-866-603-7697,No,6 months,No,"January, 2025 *Last meter read*",50.00 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,Eversource,SmallCommercialCompare,2024-12-04
Granite Plus - Commercial,$0.09300,12/2/2024,Community Power Coalition of New Hampshire,Fixed,No,1-866-603-7697,No,6 months,No,"January, 2025 *Last meter read*",33.00 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,Eversource,SmallCommercialCompare,2024-12-04
Granite Basic - Commercial,$0.08600,12/2/2024,Community Power Coalition of New Hampshire,Fixed,No,1-866-603-7697,No,6 months,No,"January, 2025 *Last meter read*",23.40 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,Eversource,SmallCommercialCompare,2024-12-04
Clean 100 - Commercial,$0.12000,12/2/2024,Community Power Coalition of New Hampshire,Fixed,No,1-866-603-7697,No,6 months,No,"January, 2025 *Last meter read*",100.00 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,Eversource,SmallCommercialCompare,2024-12-04
Business 12,$0.10990,11/26/2024,ENH Power,Fixed,No,1-800-549-6160,No,12 months,$100.00,*Last meter read*,0.00 %,Are you looking for a fixed rate energy plan? This plan is for your business. Enjoy 12 months of a fixed rate with no monthly service fee and a $100 early termination fee.,Eversource,SmallCommercialCompare,2024-12-04
Commercial Optional Green 33,$0.10798,12/1/2024,Hampton Community Power Aggregation,Fixed,No,1-866-485-5858,No,11 months,No,"November, 2025 *Last meter read*",57.30 %,"Available only to commercial customers located in Hampton, NH",Eversource,SmallCommercialCompare,2024-12-04
Clean 100 - Commercial,$0.12000,12/2/2024,Community Power Coalition of New Hampshire,Fixed,No,1-866-603-7697,No,6 months,No,"January, 2025 *Last meter read*",100.00 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,Liberty,SmallCommercialCompare,2024-12-04
Granite Basic - Commercial,$0.08600,12/2/2024,Community Power Coalition of New Hampshire,Fixed,No,1-866-603-7697,No,6 months,No,"January, 2025 *Last meter read*",24.30 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,Liberty,SmallCommercialCompare,2024-12-04
Clean 100 - Annual Non-Residential Opt-In Rate,$0.12400,12/2/2024,Community Power Coalition of New Hampshire,Fixed,No,1-866-603-7697,No,12 months,No,"December, 2025 *Last meter read*",100.00 %,12 month opt-in fixed rate for non-residential customers,Liberty,SmallCommercialCompare,2024-12-04
Jaffrey GREEN 100%,$0.13648,11/22/2024,Community Power - Town of Jaffrey,Fixed,No,1-888-875-1711,No,20 months,No,"November, 2025 *Last meter read*",100.00 %,Stable rate program offered by Standard Power open to customers in Jaffrey. Go to https://JaffreyCommunityPower.com for more information and to sign up.,Eversource,ResidentialCompare,2024-12-04
White Mountain Select 12 Month Term,$0.13500,12/3/2024,Ambit Energy,Fixed,No,1-877-282-6248,No,12 months,No,*Last meter read*,0.00 %,Only available to new Ambit customers,Eversource,ResidentialCompare,2024-12-04
Affordable Wind 12,$0.12290,11/26/2024,CleanSky Energy,Fixed,No,1-888-355-6205,No,12 months,$75.00,*Last meter read*,100.00 %,Have a question about a plan or need help placing an order?,Eversource,ResidentialCompare,2024-12-04
Embrace Green 6,$0.12490,11/26/2024,CleanSky Energy,Fixed,No,1-888-355-6205,No,6 months,$50.00,*Last meter read*,100.00 %,Have a question about a plan or need help placing an order?,Eversource,ResidentialCompare,2024-12-04
Ultra Clean Solar 24,$0.13390,11/26/2024,CleanSky Energy,Fixed,No,1-888-355-6205,No,24 months,$150.00,*Last meter read*,100.00 %,Have a question about a plan or need help placing an order?,Eversource,ResidentialCompare,2024-12-04
Embrace Green 12,$0.11990,11/26/2024,CleanSky Energy,Fixed,No,1-888-355-6205,No,12 months,$75.00,*Last meter read*,100.00 %,Have a question about a plan or need help placing an order?,Eversource,ResidentialCompare,2024-12-04
Embrace Green 24,$0.12990,11/26/2024,CleanSky Energy,Fixed,No,1-888-355-6205,No,24 months,$150.00,*Last meter read*,100.00 %,Have a question about a plan or need help placing an order?,Eversource,ResidentialCompare,2024-12-04
Jaffrey GREEN 50%,$0.11648,11/22/2024,Community Power - Town of Jaffrey,Fixed,No,1-888-875-1711,No,20 months,No,"November, 2025 *Last meter read*",50.00 %,Stable rate program offered by Standard Power open to customers in Jaffrey. Go to https://JaffreyCommunityPower.com for more information and to sign up.,Eversource,ResidentialCompare,2024-12-04
Jaffrey BASIC,$0.10568,11/22/2024,Community Power - Town of Jaffrey,Fixed,No,1-888-875-1711,No,20 months,No,"November, 2025 *Last meter read*",24.30 %,Stable rate program offered by Standard Power open to customers in Jaffrey. Go to https://JaffreyCommunityPower.com for more information and to sign up.,Eversource,ResidentialCompare,2024-12-04
Jaffrey GREEN Default,$0.10968,11/22/2024,Community Power - Town of Jaffrey,Fixed,No,1-888-875-1711,No,20 months,No,"November, 2025 *Last meter read*",34.30 %,Stable rate program offered by Standard Power open to customers in Jaffrey. Go to https://JaffreyCommunityPower.com for more information and to sign up.,Eversource,ResidentialCompare,2024-12-04
Ultimate Perks 12,$0.14250,12/3/2024,Ambit Energy,Fixed,No,1-877-282-6248,No,12 months,No,*Last meter read*,0.00 %,Only available to new Ambit customers,Eversource,ResidentialCompare,2024-12-04
Milford PLUS 10%,$0.10968,11/22/2024,Community Power - Town of Milford,Fixed,No,1-888-875-1711,No,20 months,No,"November, 2025 *Last meter read*",34.30 %,Stable rate program offered by Standard Power open to customers in Milford. Go to https://MilfordCommunityPower.com for more information and to sign up.,Eversource,ResidentialCompare,2024-12-04
Milford GREEN 50%,$0.11648,11/22/2024,Community Power - Town of Milford,Fixed,No,1-888-875-1711,No,20 months,No,"November, 2025 *Last meter read*",50.00 %,Stable rate program offered by Standard Power open to customers in Milford. Go to https://MilfordCommunityPower.com for more information and to sign up.,Eversource,ResidentialCompare,2024-12-04
Milford DEFAULT,$0.10568,11/22/2024,Community Power - Town of Milford,Fixed,No,1-888-875-1711,No,20 months,No,"November, 2025 *Last meter read*",24.30 %,Stable rate program offered by Standard Power open to customers in Milford. Go to https://MilfordCommunityPower.com for more information and to sign up.,Eversource,ResidentialCompare,2024-12-04
Milford GREEN 100%,$0.13648,11/22/2024,Community Power - Town of Milford,Fixed,No,1-888-875-1711,No,20 months,No,"November, 2025 *Last meter read*",100.00 %,Stable rate program offered by Standard Power open to customers in Milford. Go to https://MilfordCommunityPower.com for more information and to sign up.,Eversource,ResidentialCompare,2024-12-04
New Boston GREEN Default,$0.10968,11/22/2024,Community Power - Town of New Boston,Fixed,No,1-888-875-1711,No,20 months,No,"November, 2025 *Last meter read*",34.30 %,Stable rate program offered by Standard Power open to customers in New Boston. Go to https://NewBostonCommunityPower.com for more information and to sign up.,Eversource,ResidentialCompare,2024-12-04
New Boston GREEN 50%,$0.11648,11/22/2024,Community Power - Town of New Boston,Fixed,No,1-888-875-1711,No,20 months,No,"November, 2025 *Last meter read*",50.00 %,Stable rate program offered by Standard Power open to customers in New Boston. Go to https://NewBostonCommunityPower.com for more information and to sign up.,Eversource,ResidentialCompare,2024-12-04
New Boston BASIC,$0.10568,11/22/2024,Community Power - Town of New Boston,Fixed,No,1-888-875-1711,No,20 months,No,"November, 2025 *Last meter read*",24.30 %,Stable rate program offered by Standard Power open to customers in New Boston. Go to https://NewBostonCommunityPower.com for more information and to sign up.,Eversource,ResidentialCompare,2024-12-04
New Boston GREEN 100%,$0.13648,11/22/2024,Community Power - Town of New Boston,Fixed,No,1-888-875-1711,No,20 months,No,"November, 2025 *Last meter read*",100.00 %,Stable rate program offered by Standard Power open to customers in New Boston. Go to https://NewBostonCommunityPower.com for more information and to sign up.,Eversource,ResidentialCompare,2024-12-04
Winter Break 12,$0.18500,12/3/2024,Ambit Energy,Fixed,No,1-877-282-6248,No,12 months,No,*Last meter read*,0.00 %,"As temperatures drop, your savings will rise. Get 50% off your energy charges on bill cycles beginning November 1st through the end of February. Only available to new Ambit customers",Eversource,ResidentialCompare,2024-12-04
Winter Break 24,$0.18800,12/3/2024,Ambit Energy,Fixed,No,1-877-282-6248,No,24 months,No,*Last meter read*,0.00 %,"As temperatures drop, your savings will rise. Get 50% off your energy charges on bill cycles beginning November 1st through the end of February. Only available to new Ambit customers",Eversource,ResidentialCompare,2024-12-04
Clean 50 - Commercial,$0.10000,12/2/2024,Community Power Coalition of New Hampshire,Fixed,No,1-866-603-7697,No,6 months,No,"January, 2025 *Last meter read*",50.00 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,Liberty,SmallCommercialCompare,2024-12-04
Granite Basic - Commercial,$0.08600,12/2/2024,Community Power Coalition of New Hampshire,Fixed,No,1-866-603-7697,No,6 months,No,"January, 2025 *Last meter read*",24.30 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,Unitil,SmallCommercialCompare,2024-12-04
Granite Plus - Commercial,$0.09300,12/2/2024,Community Power Coalition of New Hampshire,Fixed,No,1-866-603-7697,No,6 months,No,"January, 2025 *Last meter read*",33.00 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,Liberty,SmallCommercialCompare,2024-12-04
Business 12,$0.10800,11/26/2024,ENH Power,Fixed,No,1-800-549-6160,No,12 months,$100.00,*Last meter read*,0.00 %,Are you looking for a fixed rate energy plan? This plan is for your business. Enjoy 12 months of a fixed rate with no monthly service fee and a $100 early termination fee.,Liberty,SmallCommercialCompare,2024-12-04
Clean 50 - Commercial,$0.10000,12/2/2024,Community Power Coalition of New Hampshire,Fixed,No,1-866-603-7697,No,6 months,No,"January, 2025 *Last meter read*",50.00 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,NHEC,SmallCommercialCompare,2024-12-04
Granite Basic - Commercial,$0.08600,12/2/2024,Community Power Coalition of New Hampshire,Fixed,No,1-866-603-7697,No,6 months,No,"January, 2025 *Last meter read*",23.40 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,NHEC,SmallCommercialCompare,2024-12-04
Clean 100 - Commercial,$0.12000,12/2/2024,Community Power Coalition of New Hampshire,Fixed,No,1-866-603-7697,No,6 months,No,"January, 2025 *Last meter read*",100.00 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,NHEC,SmallCommercialCompare,2024-12-04
Granite Plus - Commercial,$0.09300,12/2/2024,Community Power Coalition of New Hampshire,Fixed,No,1-866-603-7697,No,6 months,No,"January, 2025 *Last meter read*",33.00 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,NHEC,SmallCommercialCompare,2024-12-04
Business 12,$0.11200,11/26/2024,ENH Power,Fixed,No,1-800-549-6160,No,12 months,$100.00,*Last meter read*,0.00 %,Are you looking for a fixed rate energy plan? This plan is for your business. Enjoy 12 months of a fixed rate with no monthly service fee and a $100 early termination fee.,NHEC,SmallCommercialCompare,2024-12-04
Clean 50 - Commercial,$0.10000,12/2/2024,Community Power Coalition of New Hampshire,Fixed,No,1-866-603-7697,No,6 months,No,"January, 2025 *Last meter read*",50.00 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,Unitil,SmallCommercialCompare,2024-12-04
Clean 100 - Monthly Commercial,$0.19600,12/2/2024,Community Power Coalition of New Hampshire,Variable,No,1-866-603-7697,No,1 months,No,"January, 2025 *Last meter read*",100.00 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,Unitil,SmallCommercialCompare,2024-12-04
Commercial Optional Green 100,$0.12918,12/1/2024,Hampton Community Power Aggregation,Fixed,No,1-866-485-5858,No,11 months,No,"November, 2025 *Last meter read*",100.00 %,"Available only to businesses located in Hampton, NH;",Unitil,SmallCommercialCompare,2024-12-04
Clean 50 - Monthly Commercial,$0.16300,12/2/2024,Community Power Coalition of New Hampshire,Variable,No,1-866-603-7697,No,1 months,No,"January, 2025 *Last meter read*",50.00 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,Unitil,SmallCommercialCompare,2024-12-04
Granite Basic - Monthly Commercial,$0.14000,12/2/2024,Community Power Coalition of New Hampshire,Variable,No,1-866-603-7697,No,1 months,No,"January, 2025 *Last meter read*",24.30 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,Unitil,SmallCommercialCompare,2024-12-04
Granite Plus - Commercial,$0.09300,12/2/2024,Community Power Coalition of New Hampshire,Fixed,No,1-866-603-7697,No,6 months,No,"January, 2025 *Last meter read*",33.00 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,Unitil,SmallCommercialCompare,2024-12-04
Clean 100 - Commercial,$0.12000,12/2/2024,Community Power Coalition of New Hampshire,Fixed,No,1-866-603-7697,No,6 months,No,"January, 2025 *Last meter read*",100.00 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,Unitil,SmallCommercialCompare,2024-12-04
Granite Plus - Monthly Commercial,$0.15200,12/2/2024,Community Power Coalition of New Hampshire,Variable,No,1-866-603-7697,No,1 months,No,"January, 2025 *Last meter read*",33.00 %,visit www.communitypowernh.gov to see if city or town has implemented Community Power with the Coalition,Unitil,SmallCommercialCompare,2024-12-04
Business 12,$0.10790,11/26/2024,ENH Power,Fixed,No,1-800-549-6160,No,12 months,$100.00,*Last meter read*,0.00 %,Are you looking for a fixed rate energy plan? This plan is for your business. Enjoy 12 months of a fixed rate with no monthly service fee and a $100 early termination fee.,Unitil,SmallCommercialCompare,2024-12-04
Commercial Optional Green 33,$0.10798,12/1/2024,Hampton Community Power Aggregation,Fixed,No,1-866-485-5858,No,11 months,No,"November, 2025 *Last meter read*",57.30 %,"Available only to businesses located in Hampton, NH;",Unitil,SmallCommercialCompare,2024-12-04
Commercial Standard,$0.09425,12/1/2024,Hampton Community Power Aggregation,Fixed,No,1-866-485-5858,No,11 months,No,"November, 2025 *Last meter read*",24.30 %,"Available only to businesses located in Hampton, NH;",Unitil,SmallCommercialCompare,2024-12-04
Power Your Tomorrow Fixed - 12,$0.12970,11/11/2024,Town Square Energy,Fixed,No,1-877-430-0093,No,12 months,No,*Last meter read*,0.00 %,12 monthly bill cycles fixed at 12.97 cents/kWh. See full terms in terms of service.,Unitil,ResidentialCompare,2024-12-04
